CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
1133,804530067202600001,202600001,2026-06-25,596,67,4,2,2,7,2,32,2026-06-21T19:33:52,2026-06-21T21:16:52,2026-06-24T11:33:52,13.203635,77.10845,"The complainant Guneet Saran reported that on 2026-06-21 at about 19:33 hours, Yashawini Mahal committed an offence of theft involving Vasana Mannan within the limits of Tumakuru Central PS, Tumakuru. A case has been registered under Section 379 IPC and investigation is in progress at Tumakuru Central PS."
1134,804570093202600001,202600001,2026-05-29,284,93,4,1,2,11,1,,2026-05-27T08:17:48,2026-05-27T11:02:48,2026-05-28T23:17:48,12.505464,76.775087,"The complainant Kala Murty reported that on 2026-05-27 at about 08:17 hours, Aditya Reddy and Warjas Sahni committed an offence of dacoity involving Kala Murty within the limits of Mandya North PS, Mandya. A case has been registered under Section 395 IPC and investigation is in progress at Mandya North PS."
1135,104560088202600008,202600008,2025-08-06,330,88,1,2,2,13,1,,2025-08-04T08:02:20,2025-08-04T09:51:20,2025-08-05T22:02:20,12.987069,76.097463,"The complainant Rudra Lanka reported that on 2025-08-04 at about 08:02 hours, Umang Lanka and Anirudh Karnik committed an offence of criminal trespass involving Rudra Lanka within the limits of Hassan Rural PS, Hassan. A case has been registered under Section 447 IPC and investigation is in progress at Hassan Rural PS."
1136,804520060202600003,202600003,2026-03-10,749,60,4,3,5,24,2,30,2026-03-09T20:14:04,2026-03-09T22:22:04,2026-03-10T04:14:04,13.981981,75.431672,"The complainant Indrajit Sengupta reported that on 2026-03-09 at about 20:14 hours, Zilmil Karnik committed an offence of gambling involving Sneha Agate within the limits of Shivamogga South PS, Shivamogga. A case has been registered under Section 87 KP and investigation is in progress at Shivamogga South PS."
1137,404530065202600001,202600001,2025-06-23,432,65,3,2,3,16,3,,2025-06-22T00:30:34,2025-06-22T00:59:34,2025-06-22T16:30:34,13.325569,77.001782,"The complainant Arunima Borra reported that on 2025-06-22 at about 00:30 hours, Nachiket Naidu committed an offence of assault on woman involving Sathvik Babu within the limits of Tumakuru East PS, Tumakuru. A case has been registered under Section 354 IPC and investigation is in progress at Tumakuru East PS."
1138,104560087202600011,202600011,2025-11-05,227,87,1,1,1,2,2,41,2025-11-02T09:20:38,2025-11-02T12:30:38,2025-11-04T16:20:38,12.835926,76.057924,"The complainant Atharv Taneja reported that on 2025-11-02 at about 09:20 hours, Abha Kade and Chandresh Nanda committed an offence of attempt to murder involving Maanas D’Alia within the limits of Hassan City PS, Hassan. The accused arrived on two motorcycles in full-face black helmets and prised the shutter open with an iron rod. A case has been registered under Section 307 IPC and investigation is in progress at Hassan City PS."
1139,104430001202600009,202600009,2025-02-04,11,1,1,3,1,5,2,2,2025-02-01T13:26:59,2025-02-01T16:21:59,2025-02-03T05:26:59,12.982671,77.496613,"The complainant Saumya Narasimhan reported that on 2025-02-01 at about 13:26 hours, Udant Khosla, Aayush Contractor, Anmol Nagi, Indrajit Kala, Saksham Chanda and Janani Wali committed an offence of hurt involving Saumya Narasimhan within the limits of Bengaluru City PS, Bengaluru Urban. The group ran a fake online marketplace listing and collected advances over UPI. A case has been registered under Section 323 IPC and investigation is in progress at Bengaluru City PS."
1140,104430006202600008,202600008,2025-05-26,998,6,1,1,1,2,1,,2025-05-24T01:22:15,2025-05-24T02:11:15,2025-05-24T18:22:15,12.95613,77.517453,"The complainant Wakeeta Bail reported that on 2025-05-24 at about 01:22 hours, Harish Atwal and Balveer Narasimhan committed an offence of attempt to murder involving Dhruv Kuruvilla within the limits of Bengaluru West PS, Bengaluru Urban. A case has been registered under Section 307 IPC and investigation is in progress at Bengaluru West PS."
1141,104540073202600013,202600013,2026-02-10,181,73,1,1,1,2,2,35,2026-02-06T01:47:25,2026-02-06T04:36:25,2026-02-08T19:47:25,14.473562,75.871798,"The complainant Madhav Kurian reported that on 2026-02-06 at about 01:47 hours, Robert Ahluwalia and Chaitanya Bhatt committed an offence of attempt to murder involving Gaurika Sandhu within the limits of Davanagere South PS, Davanagere. A goods tempo with a tampered registration plate was used to block the road before the offence. A case has been registered under Section 307 IPC and investigation is in progress at Davanagere South PS."
1142,104510055202600009,202600009,2025-11-21,482,55,1,3,3,16,5,27,2025-11-18T09:24:34,2025-11-18T10:32:34,2025-11-20T15:24:34,16.810536,75.629971,"The complainant Mitali More reported that on 2025-11-18 at about 09:24 hours, Finn Pathak and Neel Khosla committed an offence of assault on woman involving Balvan Dugal within the limits of Vijayapura Market PS, Vijayapura. A case has been registered under Section 354 IPC and investigation is in progress at Vijayapura Market PS."
1143,104500043202600007,202600007,2025-12-20,1184,43,1,1,1,2,4,,2025-12-17T15:31:25,2025-12-17T15:52:25,2025-12-19T15:31:25,15.080169,77.030486,"The complainant Aarav Khatri reported that on 2025-12-17 at about 15:31 hours, Christopher Shah committed an offence of attempt to murder involving Lopa Gola within the limits of Ballari City PS, Ballari. A case has been registered under Section 307 IPC and investigation is in progress at Ballari City PS."
1144,104480037202600009,202600009,2025-08-23,406,37,1,1,1,2,2,17,2025-08-19T10:44:22,2025-08-19T13:25:22,2025-08-21T07:44:22,17.291146,76.761579,"The complainant Yamini Warrior reported that on 2025-08-19 at about 10:44 hours, Upkaar Nazareth committed an offence of attempt to murder involving Yamini Warrior within the limits of Kalaburagi East PS, Kalaburagi. A case has been registered under Section 307 IPC and investigation is in progress at Kalaburagi East PS."
1145,104540070202600011,202600011,2026-06-05,604,70,1,1,1,3,1,,2026-06-03T21:19:54,2026-06-04T00:41:54,2026-06-04T11:19:54,14.363507,76.046935,"The complainant Yashodhara Das reported that on 2026-06-03 at about 21:19 hours, Qarin Hegde, Harrison Savant and Manan Sen committed an offence of culpable homicide involving Yashodhara Das within the limits of Davanagere City PS, Davanagere. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 304 IPC and investigation is in progress at Davanagere City PS."
1146,104570093202600010,202600010,2025-07-09,1199,93,1,1,2,10,2,44,2025-07-08T07:05:40,2025-07-08T09:11:40,2025-07-08T12:05:40,12.4407,76.912097,"The complainant Liam Chacko reported that on 2025-07-08 at about 07:05 hours, Yagnesh Mital and Zaid Desai committed an offence of robbery involving Charita Pandit within the limits of Mandya North PS, Mandya. Entry was made by cutting the rear window grille in the pre-dawn hours. A case has been registered under Section 392 IPC and investigation is in progress at Mandya North PS."
1147,104490042202600011,202600011,2025-07-24,23,42,1,1,1,6,2,21,2025-07-22T08:37:55,2025-07-22T09:27:55,2025-07-23T02:37:55,15.348873,75.086759,"The complainant Adya Chadha reported that on 2025-07-22 at about 08:37 hours, Rishi Gulati committed an offence of kidnapping involving Gautami Dhingra within the limits of Hubballi-Dharwad East PS, Hubballi-Dharwad. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Hubballi-Dharwad East PS."
1148,304500045202600003,202600003,2026-04-21,97,45,2,1,3,14,1,,2026-04-17T20:15:16,2026-04-17T22:22:16,2026-04-19T10:15:16,15.073276,76.768458,"The complainant Wakeeta Panchal reported that on 2026-04-17 at about 20:15 hours, Faris Vig committed an offence of dowry death involving Wakeeta Panchal within the limits of Ballari North PS, Ballari. A case has been registered under Section 304B IPC and investigation is in progress at Ballari North PS."
1149,104540075202600013,202600013,2026-06-01,37,75,1,2,4,21,3,,2026-05-29T17:05:24,2026-05-29T20:27:24,2026-06-01T06:05:24,14.3705,75.963729,"The complainant Onkar Ramachandran reported that on 2026-05-29 at about 17:05 hours, Upkaar Sem committed an offence of counterfeiting involving Onkar Ramachandran within the limits of Davanagere West PS, Davanagere. A case has been registered under Section 489A IPC and investigation is in progress at Davanagere West PS."
1150,304430008202600003,202600003,2025-04-05,634,8,2,2,2,12,2,2,2025-04-03T01:53:53,2025-04-03T03:57:53,2025-04-03T23:53:53,12.999736,77.578129,"The complainant Warhi Bhavsar reported that on 2025-04-03 at about 01:53 hours, Charles Vala and Hitesh Ganesh committed an offence of extortion involving Yug Shankar within the limits of Bengaluru Market PS, Bengaluru Urban. A case has been registered under Section 384 IPC and investigation is in progress at Bengaluru Market PS."
1151,104430006202600009,202600009,2025-04-19,1176,6,1,1,3,14,3,,2025-04-17T14:47:44,2025-04-17T18:23:44,2025-04-18T06:47:44,12.792081,77.688302,"The complainant Ijaya Aggarwal reported that on 2025-04-17 at about 14:47 hours, Ansh Bansal committed an offence of dowry death involving Ijaya Aggarwal within the limits of Bengaluru West PS, Bengaluru Urban. A case has been registered under Section 304B IPC and investigation is in progress at Bengaluru West PS."
1152,104540073202600014,202600014,2026-04-14,459,73,1,3,5,22,5,35,2026-04-09T21:53:32,2026-04-10T00:17:32,2026-04-12T04:53:32,14.497678,76.038181,"The complainant Triya Amble reported that on 2026-04-09 at about 21:53 hours, Abhiram Pradhan committed an offence of ndps involving Vincent Chada within the limits of Davanagere South PS, Davanagere. A case has been registered under Section 20 NDPS and investigation is in progress at Davanagere South PS."
1153,104470031202600013,202600013,2025-07-02,1041,31,1,3,2,7,4,,2025-06-29T17:32:25,2025-06-29T19:46:25,2025-07-01T13:32:25,15.936401,74.561016,"The complainant Panini Dar reported that on 2025-06-29 at about 17:32 hours, Amol Jaggi and Ekansh Solanki committed an offence of theft involving Nitara Korpal within the limits of Belagavi East PS, Belagavi. A case has been registered under Section 379 IPC and investigation is in progress at Belagavi East PS."
1154,104430002202600010,202600010,2025-12-22,585,2,1,2,5,25,2,3,2025-12-21T15:25:39,2025-12-21T17:43:39,2025-12-22T19:25:39,13.077509,77.616105,"The complainant Unnati Memon reported that on 2025-12-21 at about 15:25 hours, Aditya Patla committed an offence of arms act involving Unnati Memon within the limits of Bengaluru Rural PS, Bengaluru Urban. A case has been registered under Section 25 ARMS and investigation is in progress at Bengaluru Rural PS."
1155,104570096202600014,202600014,2025-05-10,23,96,1,1,2,10,4,,2025-05-08T14:48:49,2025-05-08T16:57:49,2025-05-09T11:48:49,12.511126,76.851308,"The complainant Ekantika Kuruvilla reported that on 2025-05-08 at about 14:48 hours, Damyanti Bhakta committed an offence of robbery involving Ekantika Kuruvilla within the limits of Mandya West PS, Mandya. A case has been registered under Section 392 IPC and investigation is in progress at Mandya West PS."
1156,104540078202600014,202600014,2026-05-22,67,78,1,1,2,10,2,34,2026-05-20T22:15:09,2026-05-20T23:35:09,2026-05-21T11:15:09,14.452984,75.872495,"The complainant Samesh Borde reported that on 2026-05-20 at about 22:15 hours, Faraj Mand committed an offence of robbery involving Bishakha Tara within the limits of Davanagere Town PS, Davanagere. A case has been registered under Section 392 IPC and investigation is in progress at Davanagere Town PS."
1157,804430005202600002,202600002,2026-02-01,783,5,4,3,1,5,4,,2026-01-30T20:05:30,2026-01-30T20:56:30,2026-02-01T03:05:30,12.970141,77.628905,"The complainant Agastya Mane reported that on 2026-01-30 at about 20:05 hours, Mason Ray committed an offence of hurt involving George Chander within the limits of Bengaluru East PS, Bengaluru Urban. A case has been registered under Section 323 IPC and investigation is in progress at Bengaluru East PS."
1158,104470030202600008,202600008,2026-06-08,565,30,1,3,2,13,4,,2026-06-06T00:03:28,2026-06-06T02:23:28,2026-06-07T14:03:28,15.852163,74.494182,"The complainant Aryan Malhotra reported that on 2026-06-06 at about 00:03 hours, Champak Lalla, Nathan Dasgupta and Hitesh Brar committed an offence of criminal trespass involving Aryan Malhotra within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 447 IPC and investigation is in progress at Belagavi South PS."
1159,104510056202600005,202600005,2025-11-21,574,56,1,2,2,7,1,,2025-11-20T00:36:01,2025-11-20T03:48:01,2025-11-21T10:36:01,16.807745,75.707058,"The complainant Nimrat Salvi reported that on 2025-11-20 at about 00:36 hours, Balveer Mishra and Chandresh Raval committed an offence of theft involving Nimrat Salvi within the limits of Vijayapura Town PS, Vijayapura. A case has been registered under Section 379 IPC and investigation is in progress at Vijayapura Town PS."
1160,104470031202600014,202600014,2026-05-02,287,31,1,3,5,25,2,15,2026-04-29T23:39:35,2026-04-30T01:49:35,2026-04-30T12:39:35,16.021164,74.562727,"The complainant Ekapad Biswas reported that on 2026-04-29 at about 23:39 hours, Ojas Luthra committed an offence of arms act involving Aarnav Chhabra within the limits of Belagavi East PS, Belagavi. A case has been registered under Section 25 ARMS and investigation is in progress at Belagavi East PS."
1161,404570096202600001,202600001,2026-03-16,344,96,3,2,5,23,3,,2026-03-14T07:48:34,2026-03-14T10:50:34,2026-03-14T22:48:34,12.558986,76.962093,"The complainant Samaksh Chhabra reported that on 2026-03-14 at about 07:48 hours, Ansh Singh committed an offence of excise involving Gauri Kota within the limits of Mandya West PS, Mandya. A case has been registered under Section 32 KE and investigation is in progress at Mandya West PS."
1162,804570097202600002,202600002,2026-04-18,900,97,4,1,3,14,3,,2026-04-17T22:19:22,2026-04-18T02:03:22,2026-04-18T01:19:22,12.488922,76.878522,"The complainant Jagdish Reddy reported that on 2026-04-17 at about 22:19 hours, Charles Badal and Ikbal Date committed an offence of dowry death involving Jagdish Reddy within the limits of Mandya Central PS, Mandya. A case has been registered under Section 304B IPC and investigation is in progress at Mandya Central PS."
1163,104470030202600009,202600009,2025-05-27,160,30,1,2,1,4,1,,2025-05-22T13:12:28,2025-05-22T13:12:28,2025-05-25T13:12:28,15.840245,74.477527,"The complainant Jagat Bhargava reported that on 2025-05-22 at about 13:12 hours, Laban Guha committed an offence of grievous hurt involving Hitesh Rama within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 325 IPC and investigation is in progress at Belagavi South PS."
1164,104500045202600008,202600008,2025-02-06,877,45,1,3,2,12,1,,2025-02-04T10:11:48,2025-02-04T11:59:48,2025-02-06T07:11:48,15.12026,76.981714,"The complainant Samaksh Sabharwal reported that on 2025-02-04 at about 10:11 hours, Madhav Padmanabhan committed an offence of extortion involving Krish Krish within the limits of Ballari North PS, Ballari. A case has been registered under Section 384 IPC and investigation is in progress at Ballari North PS."
1165,104460023202600005,202600005,2025-04-19,1189,23,1,2,5,24,5,11,2025-04-17T05:11:01,2025-04-17T08:42:01,2025-04-18T20:11:01,12.86428,74.813378,"The complainant Aadi Contractor reported that on 2025-04-17 at about 05:11 hours, Krish Goswami, Bishakha Gokhale and Naksh Pandya committed an offence of gambling involving Ikshita Kulkarni within the limits of Dakshina West PS, Dakshina Kannada. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 87 KP and investigation is in progress at Dakshina West PS."
1166,104450017202600005,202600005,2025-01-07,508,17,1,2,2,9,2,7,2025-01-05T18:17:49,2025-01-05T19:42:49,2025-01-06T13:17:49,12.326738,76.765061,"The complainant Dominic Baria reported that on 2025-01-05 at about 18:17 hours, George Dar committed an offence of burglary involving Kritika Batra within the limits of Mysuru South PS, Mysuru. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Mysuru South PS."
1167,104550079202600010,202600010,2025-08-06,288,79,1,3,4,18,2,38,2025-08-05T01:14:11,2025-08-05T03:59:11,2025-08-05T23:14:11,13.398078,74.734109,"The complainant Manya Chowdhury reported that on 2025-08-05 at about 01:14 hours, Rudra Deol committed an offence of cheating involving Jagrati Choudhry within the limits of Udupi City PS, Udupi. A case has been registered under Section 420 IPC and investigation is in progress at Udupi City PS."
1168,104530066202600010,202600010,2025-10-26,418,66,1,1,2,11,1,,2025-10-24T03:06:49,2025-10-24T04:14:49,2025-10-26T12:06:49,13.21235,77.201755,"The complainant Ishanvi Sekhon reported that on 2025-10-24 at about 03:06 hours, Samuel Chhabra committed an offence of dacoity involving Ishanvi Sekhon within the limits of Tumakuru West PS, Tumakuru. A case has been registered under Section 395 IPC and investigation is in progress at Tumakuru West PS."
1169,804570098202600001,202600001,2026-04-01,387,98,4,1,1,6,5,43,2026-03-29T21:27:40,2026-03-29T22:23:40,2026-04-01T12:27:40,12.569688,76.7745,"The complainant Omaja Roy reported that on 2026-03-29 at about 21:27 hours, Ethan Dasgupta committed an offence of kidnapping involving Laksh Sawhney within the limits of Mandya Market PS, Mandya. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Mandya Market PS."
1170,104510052202600013,202600013,2025-06-04,1025,52,1,3,4,21,1,,2025-06-02T15:11:12,2025-06-02T17:49:12,2025-06-04T02:11:12,16.894081,75.622165,"The complainant Eta Jhaveri reported that on 2025-06-02 at about 15:11 hours, Robert Ahluwalia, Omkaar Ben and Chaitanya Bhatt committed an offence of counterfeiting involving Qushi Guha within the limits of Vijayapura East PS, Vijayapura. A goods tempo with a tampered registration plate was used to block the road before the offence. A case has been registered under Section 489A IPC and investigation is in progress at Vijayapura East PS."
1171,104500044202600006,202600006,2025-06-03,1026,44,1,2,3,16,3,,2025-06-01T12:20:42,2025-06-01T15:07:42,2025-06-03T07:20:42,15.25082,76.83205,"The complainant Yash Suresh reported that on 2025-06-01 at about 12:20 hours, Indrajit Prabhakar, Abdul Jaggi, Yoshita Mangat and Gagan Talwar committed an offence of assault on woman involving Yash Suresh within the limits of Ballari Rural PS, Ballari. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 354 IPC and investigation is in progress at Ballari Rural PS."
1172,404550085202600002,202600002,2025-04-29,590,85,3,3,2,13,1,,2025-04-26T07:25:37,2025-04-26T07:29:37,2025-04-29T07:25:37,13.291626,74.705128,"The complainant Tejas Bawa reported that on 2025-04-26 at about 07:25 hours, Udant Dutta, Rushil Patla, Elijah Sule and Jagdish Gandhi committed an offence of criminal trespass involving Aadhya Sant within the limits of Udupi Central PS, Udupi. Victims were flagged down near ATM kiosks with a currency-exchange ruse before the snatch. A case has been registered under Section 447 IPC and investigation is in progress at Udupi Central PS."
1173,104570098202600008,202600008,2025-02-20,789,98,1,2,5,23,2,43,2025-02-19T00:21:36,2025-02-19T03:28:36,2025-02-19T04:21:36,12.510055,76.867969,"The complainant Harsh Sachdev reported that on 2025-02-19 at about 00:21 hours, Veer Viswanathan committed an offence of excise involving Mitali Dhaliwal within the limits of Mandya Market PS, Mandya. A case has been registered under Section 32 KE and investigation is in progress at Mandya Market PS."
1174,104570092202600013,202600013,2026-06-11,960,92,1,2,2,9,2,45,2026-06-07T04:49:26,2026-06-07T06:40:26,2026-06-09T23:49:26,12.513591,76.733053,"The complainant Jasmit Sengupta reported that on 2026-06-07 at about 04:49 hours, Logan Goel, Abhimanyu Solanki and Utkarsh Pall committed an offence of burglary involving Lakshit Sood within the limits of Mandya Rural PS, Mandya. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Mandya Rural PS."
1175,104560090202600009,202600009,2025-03-08,297,90,1,2,4,20,2,40,2025-03-04T21:08:51,2025-03-05T00:40:51,2025-03-06T18:08:51,12.854168,76.06062,"The complainant Krishna Dyal reported that on 2025-03-04 at about 21:08 hours, Indrajit Prabhakar, Gagan Talwar, Abdul Jaggi and Anirudh Rajagopalan committed an offence of criminal breach of trust involving Januja Sarma within the limits of Hassan South PS, Hassan. Houses marked with chalk earlier in the day were hit within minutes and cleared of gold. A case has been registered under Section 406 IPC and investigation is in progress at Hassan South PS."
1176,104450015202600008,202600008,2025-09-13,897,15,1,1,2,11,3,,2025-09-10T19:29:52,2025-09-10T21:49:52,2025-09-11T23:29:52,12.455126,76.560936,"The complainant Christopher Loyal reported that on 2025-09-10 at about 19:29 hours, Abhiram Keer and Rehaan Kanda committed an offence of dacoity involving Christopher Loyal within the limits of Mysuru Rural PS, Mysuru. A case has been registered under Section 395 IPC and investigation is in progress at Mysuru Rural PS."
1177,104470030202600010,202600010,2025-12-05,418,30,1,1,2,11,5,14,2025-12-02T19:26:47,2025-12-02T19:58:47,2025-12-05T13:26:47,15.950784,74.59234,"The complainant Madhavi Varty reported that on 2025-12-02 at about 19:26 hours, Yutika Kumar committed an offence of dacoity involving Madhavi Varty within the limits of Belagavi South PS, Belagavi. A case has been registered under Section 395 IPC and investigation is in progress at Belagavi South PS."
1178,804510056202600001,202600001,2025-12-12,451,56,4,1,1,3,5,27,2025-12-10T08:08:52,2025-12-10T09:30:52,2025-12-12T18:08:52,16.867502,75.748741,"The complainant Jonathan Konda reported that on 2025-12-10 at about 08:08 hours, Saksham Bahri and Chatresh Khurana committed an offence of culpable homicide involving Yadavi Wadhwa within the limits of Vijayapura Town PS, Vijayapura. A case has been registered under Section 304 IPC and investigation is in progress at Vijayapura Town PS."
1179,304510054202600001,202600001,2025-12-16,272,54,2,3,1,5,1,,2025-12-14T03:49:32,2025-12-14T04:30:32,2025-12-15T13:49:32,16.851178,75.699274,"The complainant Wridesh Hari reported that on 2025-12-14 at about 03:49 hours, Shaurya Om committed an offence of hurt involving Wridesh Hari within the limits of Vijayapura Central PS, Vijayapura. A case has been registered under Section 323 IPC and investigation is in progress at Vijayapura Central PS."
1180,304440013202600002,202600002,2026-06-11,970,13,2,1,2,11,4,,2026-06-10T00:06:32,2026-06-10T03:55:32,2026-06-10T20:06:32,13.481193,77.563083,"The complainant Sachi Sodhi reported that on 2026-06-10 at about 00:06 hours, Chatura Mohan, Jeremiah Magar and Sai Parikh committed an offence of dacoity involving Jason Nair within the limits of Bengaluru South PS, Bengaluru Rural. A case has been registered under Section 395 IPC and investigation is in progress at Bengaluru South PS."
1181,104510056202600006,202600006,2025-06-05,729,56,1,3,4,19,1,,2025-06-04T13:28:53,2025-06-04T17:22:53,2025-06-05T03:28:53,16.804262,75.781946,"The complainant Abhiram Bose reported that on 2025-06-04 at about 13:28 hours, Om Parikh, Kavya Walia and Yatin Kari committed an offence of forgery involving Ekapad Kashyap within the limits of Vijayapura Town PS, Vijayapura. A case has been registered under Section 468 IPC and investigation is in progress at Vijayapura Town PS."
1182,304440011202600002,202600002,2025-03-13,235,11,2,3,4,19,5,6,2025-03-09T04:39:10,2025-03-09T04:46:10,2025-03-11T13:39:10,13.17127,77.549162,"The complainant Dalaja Sastry reported that on 2025-03-09 at about 04:39 hours, Samuel Warrior committed an offence of forgery involving Dalaja Sastry within the limits of Bengaluru Rural PS, Bengaluru Rural. A case has been registered under Section 468 IPC and investigation is in progress at Bengaluru Rural PS."
1183,304560088202600003,202600003,2025-02-07,342,88,2,3,4,20,4,,2025-02-06T10:11:41,2025-02-06T11:38:41,2025-02-06T16:11:41,12.926704,76.078624,"The complainant Janya Kala reported that on 2025-02-06 at about 10:11 hours, Rudra Kibe committed an offence of criminal breach of trust involving Qasim Chatterjee within the limits of Hassan Rural PS, Hassan. A case has been registered under Section 406 IPC and investigation is in progress at Hassan Rural PS."
1184,104470028202600006,202600006,2026-06-29,544,28,1,3,1,5,2,14,2026-06-26T00:31:49,2026-06-26T03:24:49,2026-06-28T05:31:49,15.868822,74.430865,"The complainant Darpan Mand reported that on 2026-06-26 at about 00:31 hours, Kabir Apte committed an offence of hurt involving Darpan Mand within the limits of Belagavi Rural PS, Belagavi. A case has been registered under Section 323 IPC and investigation is in progress at Belagavi Rural PS."
1185,104520060202600013,202600013,2025-05-07,272,60,1,1,3,14,1,,2025-05-04T04:10:13,2025-05-04T05:47:13,2025-05-05T15:10:13,13.791365,75.6092,"The complainant Henry Chander reported that on 2025-05-04 at about 04:10 hours, Krish Goswami, Naksh Pandya and Bishakha Gokhale committed an offence of dowry death involving Henry Chander within the limits of Shivamogga South PS, Shivamogga. The accused impersonated municipal survey staff to enter the homes of elderly residents. A case has been registered under Section 304B IPC and investigation is in progress at Shivamogga South PS."
1186,104570092202600014,202600014,2025-03-10,847,92,1,1,1,2,1,,2025-03-07T18:05:17,2025-03-07T21:28:17,2025-03-09T00:05:17,12.631565,76.743496,"The complainant Jeremiah Yadav reported that on 2025-03-07 at about 18:05 hours, Jagat Dani committed an offence of attempt to murder involving Anya Soni within the limits of Mandya Rural PS, Mandya. A case has been registered under Section 307 IPC and investigation is in progress at Mandya Rural PS."
1187,104520060202600014,202600014,2026-04-19,802,60,1,2,2,12,1,,2026-04-17T07:54:39,2026-04-17T10:04:39,2026-04-18T11:54:39,13.721319,75.595946,"The complainant Liam Acharya reported that on 2026-04-17 at about 07:54 hours, Fiyaz Ahuja, Janaki Sabharwal and Chandresh Chakrabarti committed an offence of extortion involving Priya Parikh within the limits of Shivamogga South PS, Shivamogga. A case has been registered under Section 384 IPC and investigation is in progress at Shivamogga South PS."
1188,104450016202600017,202600017,2025-10-03,7,16,1,2,2,9,5,9,2025-09-29T14:32:21,2025-09-29T14:54:21,2025-10-01T17:32:21,12.268685,76.643458,"The complainant Gabriel Dugar reported that on 2025-09-29 at about 14:32 hours, Fitan Bala and Advaith Maharaj committed an offence of burglary involving Aradhana Gola within the limits of Mysuru North PS, Mysuru. A case has been registered under Section 457 IPC, Section 380 IPC and investigation is in progress at Mysuru North PS."
1189,104450017202600006,202600006,2025-05-29,828,17,1,1,3,17,1,,2025-05-24T19:43:51,2025-05-24T23:25:51,2025-05-27T14:43:51,12.311708,76.827484,"The complainant Anamika Dalal reported that on 2025-05-24 at about 19:43 hours, Henry Hora, Manbir Sharma and Umang Kara committed an offence of kidnapping of woman involving Qadim Mistry within the limits of Mysuru South PS, Mysuru. A case has been registered under Section 366 IPC and investigation is in progress at Mysuru South PS."
1190,404530068202600002,202600002,2025-06-15,407,68,3,1,1,6,3,,2025-06-12T12:45:26,2025-06-12T14:35:26,2025-06-14T22:45:26,13.143139,76.978885,"The complainant Warjas Radhakrishnan reported that on 2025-06-12 at about 12:45 hours, Faraj Bhatnagar committed an offence of kidnapping involving Warjas Radhakrishnan within the limits of Tumakuru Market PS, Tumakuru. A case has been registered under Section 363 IPC, Section 365 IPC and investigation is in progress at Tumakuru Market PS."
1191,104570094202600007,202600007,2025-08-19,650,94,1,3,2,7,2,44,2025-08-16T13:30:40,2025-08-16T13:30:40,2025-08-18T08:30:40,12.47159,76.8906,"The complainant Zinal Gill reported that on 2025-08-16 at about 13:30 hours, Harinakshi Prasad committed an offence of theft involving Zinal Gill within the limits of Mandya South PS, Mandya. A case has been registered under Section 379 IPC and investigation is in progress at Mandya South PS."
1192,104460020202600013,202600013,2025-10-22,369,20,1,1,2,10,1,,2025-10-19T00:22:33,2025-10-19T02:37:33,2025-10-20T03:22:33,12.853645,74.831826,"The complainant Hitesh Bora reported that on 2025-10-19 at about 00:22 hours, Darika Chad committed an offence of robbery involving Sarthak Chopra within the limits of Dakshina North PS, Dakshina Kannada. A case has been registered under Section 392 IPC and investigation is in progress at Dakshina North PS."
1193,304500045202600004,202600004,2025-07-22,51,45,2,3,2,8,3,,2025-07-20T05:42:13,2025-07-20T08:51:13,2025-07-22T12:42:13,15.210282,76.793219,"The complainant Zinal Kale reported that on 2025-07-20 at about 05:42 hours, Ishwar Ganesan, Nitesh Sethi and Sai Thaman committed an offence of motor vehicle theft involving Unnati Gera within the limits of Ballari North PS, Ballari. A case has been registered under Section 379 IPC, Section 381 IPC and investigation is in progress at Ballari North PS."
1194,104500046202600008,202600008,2025-11-01,635,46,1,2,5,22,5,23,2025-10-31T14:33:18,2025-10-31T16:33:18,2025-10-31T20:33:18,15.312984,77.017185,"The complainant Liam Mutti reported that on 2025-10-31 at about 14:33 hours, Jagdish Acharya, Frado Banik and Indali Bandi committed an offence of ndps involving Hredhaan Bahri within the limits of Ballari South PS, Ballari. A duplicate key cut during an earlier recce was used to enter the unoccupied premises. A case has been registered under Section 20 NDPS and investigation is in progress at Ballari South PS."
1195,104550083202600012,202600012,2026-06-02,761,83,1,3,1,5,1,,2026-05-29T14:56:24,2026-05-29T18:40:24,2026-06-01T05:56:24,13.320031,74.574055,"The complainant Dev Bhagat reported that on 2026-05-29 at about 14:56 hours, Samaksh Merchant and Viraj Chand committed an offence of hurt involving Dev Bhagat within the limits of Udupi East PS, Udupi. A case has been registered under Section 323 IPC and investigation is in progress at Udupi East PS."
