AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID,PersonIdentityID
2074,1120,Kiaan Manne,36,M,A2,1678
2075,1121,Vihaan Lad,20,M,A1,1679
2076,1122,Omkaar Gaba,26,M,A1,1680
2077,1123,Jacob More,26,M,A1,1681
2078,1124,Balveer Bhargava,29,M,A1,1682
2079,1125,Lohit Natarajan,29,M,A1,1683
2080,1125,Jagdish Subramaniam,42,M,A2,1684
2081,1126,Henry Solanki,21,M,A1,1685
2082,1127,Gopal Pai,44,M,A1,1686
2083,1128,Saumya Grover,38,F,A1,1687
2084,1128,Vincent Rao,35,M,A2,1688
2085,1129,Udyati Murty,36,F,A1,1689
2086,1129,Aarush Gala,21,M,A2,1690
2087,1130,Quincy Sachar,44,M,A1,340
2088,1131,Sathvik Barad,23,M,A1,1691
2089,1132,Om Agate,42,M,A1,1692
2090,1133,Yashawini Mahal,32,F,A1,1693
2091,1134,Aditya Reddy,41,M,A1,1694
2092,1134,Warjas Sahni,27,M,A2,1695
2093,1135,Umang Lanka,32,M,A1,1696
2094,1135,Anirudh Karnik,33,M,A2,1697
2095,1136,Zilmil Karnik,27,F,A1,1698
2096,1137,Nachiket Naidu,21,M,A1,289
2097,1138,Abha Kade,34,F,A1,206
2098,1138,Chandresh Nanda,35,M,A2,207
2099,1139,Udant Khosla,34,M,A1,43
2100,1139,Aayush Contractor,40,M,A2,42
2101,1139,Anmol Nagi,44,M,A3,44
2102,1139,Indrajit Kala,32,M,A4,39
2103,1139,Saksham Chanda,29,M,A5,38
2104,1139,Janani Wali,16,F,A6,41
2105,1140,Harish Atwal,28,M,A1,1699
2106,1140,Balveer Narasimhan,40,M,A2,1700
2107,1141,Robert Ahluwalia,28,M,A1,159
2108,1141,Chaitanya Bhatt,28,M,A2,161
2109,1142,Finn Pathak,29,M,A1,1701
2110,1142,Neel Khosla,31,M,A2,341
2111,1143,Christopher Shah,22,M,A1,270
2112,1144,Upkaar Nazareth,31,M,A1,1702
2113,1145,Qarin Hegde,28,M,A1,25
2114,1145,Harrison Savant,27,M,A2,24
2115,1145,Manan Sen,28,M,A3,26
2116,1146,Yagnesh Mital,39,M,A1,220
2117,1146,Zaid Desai,23,M,A2,219
2118,1147,Rishi Gulati,35,M,A1,1703
2119,1148,Faris Vig,28,M,A1,1704
2120,1149,Upkaar Sem,37,M,A1,343
2121,1150,Charles Vala,26,M,A1,1705
2122,1150,Hitesh Ganesh,28,M,A2,1706
2123,1151,Ansh Bansal,17,M,A1,1707
2124,1152,Abhiram Pradhan,23,M,A1,1708
2125,1153,Amol Jaggi,24,M,A1,321
2126,1153,Ekansh Solanki,25,M,A2,1709
2127,1154,Aditya Patla,32,M,A1,314
2128,1155,Damyanti Bhakta,36,F,A1,1710
2129,1156,Faraj Mand,18,M,A1,1711
2130,1157,Mason Ray,22,M,A1,1712
2131,1158,Champak Lalla,22,M,A1,1713
2132,1158,Nathan Dasgupta,37,M,A2,1714
2133,1158,Hitesh Brar,20,M,A3,1715
2134,1159,Balveer Mishra,24,M,A1,1716
2135,1159,Chandresh Raval,26,M,A2,1717
2136,1160,Ojas Luthra,36,M,A1,1718
2137,1161,Ansh Singh,18,M,A1,1719
2138,1162,Charles Badal,37,M,A1,1720
2139,1162,Ikbal Date,20,M,A2,1721
2140,1163,Laban Guha,34,M,A1,1722
2141,1164,Madhav Padmanabhan,49,M,A1,1723
2142,1165,Krish Goswami,25,M,A1,191
2143,1165,Bishakha Gokhale,27,F,A2,189
2144,1165,Naksh Pandya,35,M,A3,190
2145,1166,George Dar,38,M,A1,1724
2146,1167,Rudra Deol,29,M,A1,1725
2147,1168,Samuel Chhabra,26,M,A1,1726
2148,1169,Ethan Dasgupta,16,M,A1,1727
2149,1170,Robert Ahluwalia,28,M,A1,159
2150,1170,Omkaar Ben,29,M,A2,158
2151,1170,Chaitanya Bhatt,28,M,A3,161
2152,1171,Indrajit Prabhakar,35,M,A1,162
2153,1171,Abdul Jaggi,39,M,A2,166
2154,1171,Yoshita Mangat,16,F,A3,164
2155,1171,Gagan Talwar,16,M,A4,165
2156,1172,Udant Dutta,25,M,A1,101
2157,1172,Rushil Patla,26,M,A2,99
2158,1172,Elijah Sule,45,M,A3,102
2159,1172,Jagdish Gandhi,44,M,A4,100
2160,1173,Veer Viswanathan,34,M,A1,1728
2161,1174,Logan Goel,32,M,A1,1729
2162,1174,Abhimanyu Solanki,34,M,A2,1730
2163,1174,Utkarsh Pall,31,M,A3,1731
2164,1175,Indrajit Prabhakar,35,M,A1,162
2165,1175,Gagan Talwar,16,M,A2,165
2166,1175,Abdul Jaggi,39,M,A3,166
2167,1175,Anirudh Rajagopalan,27,M,A4,163
2168,1176,Abhiram Keer,33,M,A1,1732
2169,1176,Rehaan Kanda,41,M,A2,1733
2170,1177,Yutika Kumar,25,F,A1,1734
2171,1178,Saksham Bahri,36,M,A1,1735
2172,1178,Chatresh Khurana,33,M,A2,1736
2173,1179,Shaurya Om,36,M,A1,1737
2174,1180,Chatura Mohan,41,M,A1,1738
2175,1180,Jeremiah Magar,26,M,A2,1739
2176,1180,Sai Parikh,35,M,A3,1740
2177,1181,Om Parikh,41,M,A1,1741
2178,1181,Kavya Walia,29,F,A2,1742
2179,1181,Yatin Kari,46,M,A3,1743
2180,1182,Samuel Warrior,40,M,A1,1744
2181,1183,Rudra Kibe,16,M,A1,296
2182,1184,Kabir Apte,37,M,A1,1745
2183,1185,Krish Goswami,25,M,A1,191
2184,1185,Naksh Pandya,35,M,A2,190
2185,1185,Bishakha Gokhale,27,F,A3,189
2186,1186,Jagat Dani,45,M,A1,1746
2187,1187,Fiyaz Ahuja,43,M,A1,1747
2188,1187,Janaki Sabharwal,38,F,A2,1748
2189,1187,Chandresh Chakrabarti,42,M,A3,1749
2190,1188,Fitan Bala,16,M,A1,1750
2191,1188,Advaith Maharaj,46,M,A2,1751
2192,1189,Henry Hora,43,M,A1,1752
2193,1189,Manbir Sharma,30,M,A2,1753
2194,1189,Umang Kara,28,M,A3,1754
2195,1190,Faraj Bhatnagar,27,M,A1,1755
2196,1191,Harinakshi Prasad,18,F,A1,1756
2197,1192,Darika Chad,40,F,A1,1757
2198,1193,Ishwar Ganesan,38,M,A1,1758
2199,1193,Nitesh Sethi,30,M,A2,1759
2200,1193,Sai Thaman,18,M,A3,337
2201,1194,Jagdish Acharya,30,M,A1,169
2202,1194,Frado Banik,37,M,A2,168
2203,1194,Indali Bandi,21,F,A3,167
2204,1195,Samaksh Merchant,38,M,A1,1760
2205,1195,Viraj Chand,29,M,A2,1761
2206,1196,Darpan Purohit,29,M,A1,28
2207,1196,Aarnav Narayanan,32,M,A2,31
2208,1197,Ekansh Bera,34,M,A1,1762
2209,1197,Jack Date,28,M,A2,1763
2210,1198,Jai Yohannan,26,M,A1,1764
2211,1199,Ekansh Gokhale,18,M,A1,1765
2212,1200,Ethan Sathe,46,M,A1,1766
2213,1200,Zehaan Raghavan,26,M,A2,313
2214,1201,Victor Gala,44,M,A1,1767
2215,1201,Om Balan,25,M,A2,1768
2216,1202,Maanav Mitra,26,M,A1,63
2217,1202,Farhan Walla,26,M,A2,66
2218,1203,Ayush Bal,45,M,A1,1769
2219,1204,Indali Bandi,21,F,A1,167
2220,1204,Jagdish Acharya,30,M,A2,169
2221,1204,Frado Banik,37,M,A3,168
2222,1205,Chakradhar Rastogi,31,M,A1,188
2223,1205,Karan Kothari,17,M,A2,187
2224,1206,Faqid Gill,54,M,A1,1770
2225,1206,Zashil Basak,31,M,A2,1771
2226,1206,Sachi Singh,47,F,A3,1772
2227,1207,Dev Deep,28,M,A1,248
2228,1208,Chanchal Pathak,33,F,A1,1773
2229,1208,Falan Ravel,47,M,A2,1774
2230,1208,Darsh Keer,24,M,A3,1775
2231,1209,Raghav Barman,22,M,A1,1776
2232,1210,Victor Pant,49,M,A1,1777
2233,1211,Darsh Ramanathan,21,M,A1,1778
2234,1211,Zarna Dash,41,F,A2,1779
2235,1211,Leena Kuruvilla,41,F,A3,1780
2236,1212,Gunbir Radhakrishnan,33,M,A1,1781
2237,1212,Azad Ratta,26,M,A2,1782
2238,1213,Ekavir Ratta,27,M,A1,1783
2239,1213,Frederick Vig,16,M,A2,1784
2240,1214,Rishi Seshadri,31,M,A1,58
2241,1214,Robert Dani,38,M,A2,60
2242,1214,Tarak Mutti,32,M,A3,59
2243,1215,Jeremiah Butala,22,M,A1,1785
2244,1216,Girik Rau,42,M,A1,1786
2245,1217,Brijesh Singhal,29,M,A1,1787
2246,1218,Isaiah Chopra,31,M,A1,1788
2247,1218,Jai Tella,34,M,A2,1789
2248,1219,Patrick Rana,25,M,A1,171
2249,1219,Bhavya Chana,31,F,A2,173
2250,1219,Isaiah Hayer,27,M,A3,175
2251,1219,Saksham Agrawal,16,M,A4,176
2252,1219,Caleb Majumdar,31,M,A5,170
2253,1219,Irya Vasa,24,F,A6,172
2254,1220,Anirudh Mann,39,M,A1,1790
2255,1220,Aryan Warrior,47,M,A2,273
2256,1221,Gunbir Vora,31,M,A1,1791
2257,1222,Viraj Dasgupta,24,M,A1,1792
2258,1222,Ira Khosla,16,F,A2,1793
2259,1223,Ekalinga Ravel,16,M,A1,1794
2260,1224,Zayyan Taneja,33,M,A1,1795
2261,1225,Amara Balan,33,T,A1,1796
2262,1225,Oliver Sachdeva,40,M,A2,1797
2263,1226,Jason Purohit,25,M,A1,1798
2264,1227,Aadhya Kala,24,F,A1,1799
2265,1228,Ayush Bose,27,M,A1,1800
2266,1229,Isaiah Kashyap,36,M,A1,1801
2267,1230,Ekiya Reddy,35,F,A1,1802
2268,1231,Zayyan Divan,35,M,A1,1803
2269,1232,Balvan Chanda,40,M,A1,1804
2270,1233,Samar Basak,17,M,A1,1805
2271,1234,Teerth Batra,42,M,A1,1806
2272,1235,Pranit Ramakrishnan,40,M,A1,1807
2273,1236,Naveen Kala,26,M,A1,1808
2274,1236,Gagan Kamdar,44,M,A2,1809
2275,1237,Urmi Chopra,54,F,A1,1810
2276,1238,Henry Vohra,21,M,A1,1811
2277,1239,Rachita Sethi,45,F,A1,19
2278,1239,Jeremiah Dhingra,40,M,A2,17
2279,1239,Manbir Jani,42,M,A3,18
2280,1240,William Wadhwa,50,M,A1,1812
2281,1241,Jackson Prasad,17,M,A1,1813
2282,1241,Avi Chaudry,25,M,A2,1814
2283,1242,Abhiram Sethi,39,M,A1,1815
2284,1243,Raghav Minhas,16,M,A1,1816
2285,1244,Rehaan Kothari,19,M,A1,1817
2286,1245,Advaith Tella,21,M,A1,1818
2287,1246,Manan Dhaliwal,16,M,A1,1819
2288,1247,Isaac Mannan,29,M,A1,97
2289,1247,Vincent Thaker,30,M,A2,98
2290,1248,Rushil Dalal,44,M,A1,1820
2291,1248,Turvi Balasubramanian,29,F,A2,1821
2292,1249,Ekapad Badal,52,M,A1,1822
2293,1250,Onkar Balan,23,M,A1,1823
2294,1250,Samaksh Parmer,19,M,A2,1824
2295,1250,Teerth Lata,22,M,A3,1825
2296,1251,Samar Bora,31,M,A1,1826
2297,1251,Abhimanyu Subramaniam,21,M,A2,1827
2298,1252,Darpan Krishnamurthy,22,M,A1,1828
2299,1253,Anmol Balan,26,M,A1,1829
2300,1254,Xavier Handa,20,M,A1,322
2301,1255,Baghyawati Dada,16,T,A1,1830
2302,1256,Aayush Kaul,16,M,A1,276
2303,1257,Balhaar Nagy,31,M,A1,1831
2304,1258,Ekbal Bedi,34,M,A1,1832
2305,1259,Megha Sarma,31,F,A1,64
2306,1259,Praneel Thakkar,16,M,A2,62
2307,1259,Azad Bath,29,M,A3,61
2308,1259,Rudra Balasubramanian,23,M,A4,65
2309,1259,Farhan Walla,26,M,A5,66
2310,1259,Maanav Mitra,26,M,A6,63
2311,1260,Dhruv Devan,24,M,A1,1833
2312,1261,Dhruv Dyal,28,M,A1,30
2313,1261,Baljiwan Grover,45,M,A2,27
2314,1261,Upadhriti Mallick,26,F,A3,29
2315,1261,Aarnav Narayanan,32,M,A4,31
2316,1262,Faris Bhavsar,41,M,A1,1834
2317,1263,Chanchal Deo,43,F,A1,1835
2318,1263,Praneel Garg,31,M,A2,1836
2319,1264,Abdul Jayaraman,35,M,A1,1837
2320,1265,Imaran Sami,28,M,A1,1838
2321,1266,Ikbal Sem,36,M,A1,1839
2322,1267,Arjun Dhaliwal,30,M,A1,1840
2323,1267,Nandini Uppal,38,F,A2,1841
2324,1268,Charan Rao,25,M,A1,1842
2325,1268,Chatura Dhar,25,M,A2,1843
2326,1269,Faris Chanda,24,M,A1,1844
2327,1269,Gavin Chaudry,36,M,A2,1845
2328,1269,Kalpit Venkataraman,50,M,A3,1846
2329,1270,Theodore Kaur,16,M,A1,1847
2330,1270,Jack Zacharia,24,M,A2,1848
2331,1271,Omkaar Karnik,39,M,A1,1849
2332,1271,Advay Tailor,29,M,A2,1850
2333,1272,Yuvraj Keer,56,M,A1,1851
2334,1273,Rishi Seshadri,31,M,A1,58
2335,1273,Robert Dani,38,M,A2,60
2336,1273,Tarak Mutti,32,M,A3,59
2337,1274,Gauri Chadha,25,F,A1,1852
2338,1275,Udarsh Cheema,21,M,A1,1853
2339,1276,Ekaraj Narang,23,M,A1,1854
2340,1277,Abhiram Dutt,32,M,A1,1855
2341,1277,Anirudh Narayanan,39,M,A2,1856
2342,1278,Zehaan Manne,32,M,A1,1857
2343,1279,Upkaar Tripathi,27,M,A1,1858
2344,1280,Suhani Sem,24,T,A1,1859
2345,1280,William Hayre,43,M,A2,1860
2346,1281,Ranveer Brahmbhatt,24,M,A1,1861
2347,1282,Zayyan Tank,32,M,A1,1862
2348,1282,Dhruv Nagarajan,25,M,A2,1863
2349,1283,Atharv Luthra,16,M,A1,1864
2350,1284,Logan Goda,18,M,A1,1865
2351,1285,Victor Ramesh,29,M,A1,1866
2352,1286,Krish Raman,50,M,A1,1867
2353,1286,Gunbir Chauhan,23,M,A2,1868
2354,1287,Nicholas Soni,43,M,A1,250
2355,1287,Balveer Narang,27,M,A2,1869
2356,1288,Frederick Raval,50,M,A1,1870
2357,1288,Indrajit Oza,31,M,A2,1871
2358,1289,Rohan Pingle,21,M,A1,1872
2359,1289,Agastya Suri,30,M,A2,1873
2360,1289,Reyansh Nair,26,M,A3,1874
2361,1290,Baljiwan Chowdhury,34,M,A1,1875
2362,1290,Wyatt Gala,29,M,A2,1876
2363,1290,Hardik Vig,30,M,A3,1877
2364,1291,Caleb Patla,44,M,A1,1878
2365,1292,Nicholas Memon,54,M,A1,1879
2366,1292,Chatura Narain,35,M,A2,1880
2367,1293,Gabriel Pau,22,M,A1,1881
2368,1293,Shaurya Soni,51,M,A2,1882
2369,1294,Udant Brar,44,M,A1,230
2370,1295,Kiaan Doctor,51,M,A1,1883
2371,1296,Peter Goel,25,M,A1,1884
2372,1297,Warjas Bhasin,23,M,A1,1885
2373,1297,William Ahuja,31,M,A2,1886
2374,1298,Sai Gaba,39,M,A1,1887
2375,1298,Noah Sangha,55,M,A2,1888
2376,1299,Umang Yohannan,16,M,A1,1889
2377,1300,Om Mammen,24,M,A1,1890
2378,1300,Siddharth Patla,26,M,A2,1891
2379,1301,Ekansh Ahuja,35,M,A1,1892
2380,1301,Anvi Dugal,36,F,A2,1893
2381,1302,Dalbir Nanda,19,M,A1,1894
2382,1303,Anay Vig,28,M,A1,1895
2383,1304,Sanya Swaminathan,25,F,A1,1896
2384,1305,Samuel Doctor,40,M,A1,1897
2385,1306,Qarin Mani,21,M,A1,1898
2386,1306,Bakhshi Vora,20,M,A2,1899
2387,1307,Girish Bhatnagar,29,M,A1,1900
2388,1307,Harish Dhar,16,M,A2,1901
2389,1308,Ranbir Anand,34,M,A1,1902
2390,1308,Yoshita Konda,18,T,A2,1903
2391,1309,Gagan Ray,28,M,A1,177
2392,1309,Saksham Agrawal,16,M,A2,176
2393,1309,Owen Palan,16,M,A3,174
2394,1310,Vedant Goel,18,M,A1,1904
2395,1311,Kabir Bawa,42,M,A1,324
2396,1311,Naveen Lad,35,M,A2,1905
2397,1312,Ranveer Dubey,26,M,A1,1906
2398,1312,Nicholas Dhar,40,M,A2,1907
2399,1313,Abha Kade,34,F,A1,206
2400,1313,Jagat Luthra,26,M,A2,209
2401,1313,Chandresh Nanda,35,M,A3,207
2402,1313,Onveer Pau,43,M,A4,210
2403,1313,Victor Mutti,18,M,A5,205
2404,1314,Vaishnavi Kalla,29,F,A1,1908
2405,1314,Amrita Nanda,30,F,A2,1909
2406,1314,Gabriel Dubey,45,M,A3,1910
2407,1315,Dakshesh Raju,38,M,A1,45
2408,1315,Benjamin Char,19,M,A2,49
2409,1316,Qabil Konda,47,M,A1,1911
2410,1316,Nathaniel Morar,28,M,A2,1912
2411,1316,Sathvik Das,23,M,A3,1913
2412,1317,Samesh Dhar,41,M,A1,130
2413,1317,Aditya Mander,39,M,A2,127
2414,1318,Theodore Agate,31,M,A1,1914
2415,1319,Faris Bhakta,20,M,A1,1915
2416,1320,Nihal Devi,46,M,A1,1916
2417,1321,Chandran Desai,26,M,A1,1917
2418,1322,Zayan Toor,34,M,A1,1918
2419,1323,Yasti Parikh,16,F,A1,1919
2420,1323,Jagat Warrior,28,M,A2,1920
2421,1324,Abhiram Mall,25,M,A1,1921
2422,1325,Naveen Choudhary,29,M,A1,1922
2423,1326,Maanas Batta,46,M,A1,21
2424,1326,Rishi Saha,20,M,A2,22
2425,1326,Avi Arya,32,M,A3,23
2426,1327,Hardik Sridhar,30,M,A1,1923
2427,1328,Aarnav Sagar,20,M,A1,1924
2428,1328,Chakrika Kade,28,F,A2,1925
2429,1329,Faqid D’Alia,37,M,A1,1926
2430,1329,Farhan Dalal,27,M,A2,1927
2431,1329,Tara Shukla,49,F,A3,1928
2432,1330,Samuel Guha,45,M,A1,268
2433,1331,Amol Sekhon,37,M,A1,1929
2434,1332,Andrew Memon,31,M,A1,1930
2435,1333,Charles Doctor,16,M,A1,1931
2436,1334,Baljiwan Grover,45,M,A1,27
2437,1334,Dhruv Dyal,28,M,A2,30
2438,1334,Darpan Purohit,29,M,A3,28
2439,1334,Aarnav Narayanan,32,M,A4,31
2440,1335,Jagdish Acharya,30,M,A1,169
2441,1335,Frado Banik,37,M,A2,168
2442,1335,Indali Bandi,21,F,A3,167
2443,1336,Luke Prashad,16,M,A1,1932
2444,1337,Aadi Kala,16,M,A1,1933
2445,1337,Devansh Taneja,33,M,A2,1934
2446,1338,Daniel Dhar,26,M,A1,1935
2447,1339,Rishi Mohanty,40,M,A1,1936
2448,1340,Siddharth Dasgupta,26,M,A1,1937
2449,1341,Yachana Mall,30,F,A1,1938
2450,1342,Advay Sachar,33,M,A1,1939
2451,1343,Chatresh Oommen,17,M,A1,1940
2452,1344,Jeet Bhargava,31,M,A1,1941
2453,1345,Yuvraj Seth,27,M,A1,1942
2454,1346,Robert Dani,38,M,A1,60
2455,1346,Rishi Seshadri,31,M,A2,58
2456,1346,Tarak Mutti,32,M,A3,59
2457,1347,Gabriel Koshy,29,M,A1,1943
2458,1348,Aarav Choudhry,27,M,A1,1944
2459,1348,Ayushman Dani,18,M,A2,1945
2460,1348,Anirudh Johal,39,M,A3,1946
2461,1349,Chakradev Suresh,33,M,A1,1947
2462,1350,Anmol Sundaram,35,M,A1,306
2463,1350,Qadim Sem,33,M,A2,1948
2464,1351,Brijesh Hayre,16,M,A1,1949
2465,1352,Ishwar Natarajan,26,M,A1,1950
2466,1353,Harish Rattan,37,M,A1,1951
2467,1354,Abhiram Saran,25,M,A1,1952
2468,1355,Faqid Aurora,47,M,A1,277
2469,1356,Harsh Dara,33,M,A1,1953
2470,1356,Ojas Issac,41,M,A2,1954
2471,1356,Ansh Soman,24,M,A3,297
2472,1357,Patrick Bhatt,19,M,A1,1955
2473,1358,Chandresh Mukhopadhyay,36,M,A1,1956
2474,1359,Aryan Sekhon,50,M,A1,1957
2475,1360,Anirudh Bahri,37,M,A1,1958
2476,1361,Bachittar Nadig,20,M,A1,1959
2477,1362,Bachittar Issac,26,M,A1,1960
2478,1362,Theodore Dara,40,M,A2,1961
2479,1363,Tripti Raja,27,F,A1,1962
2480,1364,Mekhala Bawa,39,T,A1,1963
2481,1365,Jackson Ghosh,24,M,A1,1964
2482,1366,Qadim Setty,21,M,A1,312
2483,1366,Maanav Comar,45,M,A2,1965
2484,1367,Agastya Kala,36,M,A1,1966
2485,1368,Samesh Bhakta,35,M,A1,1967
2486,1368,Akshay Lad,16,M,A2,1968
2487,1369,Devansh Bhagat,34,M,A1,201
2488,1369,Laksh Swaminathan,36,M,A2,199
2489,1369,Logan Rao,34,M,A3,200
2490,1369,Zayan Palan,39,M,A4,203
2491,1370,Kalpit Modi,42,M,A1,1969
2492,1370,Faris Dara,65,M,A2,1970
2493,1370,Rachana Vig,49,F,A3,1971
2494,1371,Abha Kade,34,F,A1,206
2495,1371,Kai Grover,23,M,A2,208
2496,1371,Onveer Pau,43,M,A3,210
2497,1371,Chandresh Nanda,35,M,A4,207
2498,1372,Gautam Gulati,23,M,A1,1972
2499,1372,Brijesh Mistry,37,M,A2,1973
2500,1373,Udant Dutta,25,M,A1,101
2501,1373,Elijah Sule,45,M,A2,102
2502,1373,Rushil Patla,26,M,A3,99
2503,1374,Aryan Loke,34,M,A1,1974
2504,1375,Faraj Patla,50,M,A1,83
2505,1375,Gunbir Nadkarni,34,M,A2,81
2506,1375,Naksh Koshy,16,M,A3,85
2507,1375,Tanish Ganguly,27,M,A4,84
2508,1375,Umang Narasimhan,17,M,A5,82
2509,1376,Gaurang Sura,30,M,A1,1975
2510,1377,Aradhana Sama,36,F,A1,1976
2511,1378,Libni Sanghvi,22,F,A1,1977
2512,1379,Anmol Sundaram,35,M,A1,306
2513,1379,Abdul Dua,28,M,A2,1978
2514,1379,Charan Raju,36,M,A3,1979
2515,1380,Samar Maharaj,33,M,A1,1980
2516,1381,Lila Warrior,39,F,A1,1981
2517,1382,Kai Rana,31,M,A1,1982
2518,1383,Bahadurjit Sandal,36,M,A1,1983
2519,1384,Harsh Reddy,16,M,A1,1984
2520,1384,Jackson Kala,31,M,A2,1985
2521,1385,Girik Kothari,33,M,A1,1986
2522,1386,Fitan Parsa,33,M,A1,1987
2523,1387,Upadhriti Nadkarni,28,F,A1,1988
2524,1387,Gopal Mann,32,M,A2,1989
2525,1388,Robert Dani,38,M,A1,60
2526,1388,Rishi Seshadri,31,M,A2,58
2527,1388,Tarak Mutti,32,M,A3,59
2528,1389,Nathan Vora,31,M,A1,35
2529,1389,George Verma,44,M,A2,36
2530,1390,Aarav Rattan,44,M,A1,1990
2531,1390,Elijah Chatterjee,40,M,A2,1991
2532,1391,Isaiah Narain,38,M,A1,1992
2533,1391,Ronith Puri,42,M,A2,1993
2534,1391,Siddharth Yohannan,18,M,A3,1994
2535,1392,Chakradev Narang,25,M,A1,1995
2536,1392,Kalpit Murthy,20,M,A2,1996
2537,1393,Pranit Koshy,41,M,A1,1997
2538,1393,Anthony Dayal,38,M,A2,320
2539,1394,Siddharth Bhatia,31,M,A1,1998
2540,1395,Naksh Kothari,52,M,A1,1999
2541,1395,Ansh Soman,24,M,A2,297
2542,1396,Nihal Pradhan,33,M,A1,2000
2543,1397,Amaira Raj,20,F,A1,14
2544,1397,Sathvik Walla,44,M,A2,12
2545,1398,Gaurav Batta,25,M,A1,2001
2546,1399,Teerth Sankar,47,M,A1,2002
2547,1400,Farhan Tata,28,M,A1,299
2548,1401,Siddharth Patla,35,M,A1,2003
2549,1401,Timothy Oak,36,M,A2,2004
2550,1402,Unnati De,33,F,A1,2005
2551,1403,Shaurya Nayar,31,M,A1,2006
2552,1404,Advay Dass,32,M,A1,239
2553,1405,Avi Andra,27,M,A1,2007
2554,1405,Faris Grover,22,M,A2,2008
2555,1406,Hemangini Seth,34,F,A1,2009
2556,1407,Dhruv Dyal,28,M,A1,30
2557,1407,Upadhriti Mallick,26,F,A2,29
2558,1408,Charles Brar,30,M,A1,2010
2559,1409,Brijesh Mody,28,M,A1,71
2560,1409,Anvi Ahluwalia,34,F,A2,70
2561,1409,Ekbal Misra,35,M,A3,68
2562,1409,Ekavir Dyal,26,M,A4,73
2563,1410,Abhimanyu Chokshi,31,M,A1,2011
2564,1410,Rudra Srivastava,46,M,A2,2012
2565,1411,Gabriel Parmar,31,M,A1,2013
2566,1412,Qushi Varty,36,F,A1,186
2567,1412,Karan Kothari,17,M,A2,187
2568,1413,Avi Jani,30,M,A1,2014
2569,1413,Jyoti Srinivas,32,T,A2,2015
2570,1414,Vihaan Palla,23,M,A1,2016
2571,1415,Jackson Thakur,31,M,A1,2017
2572,1416,Joshua Mody,36,M,A1,2018
2573,1417,Daksh Dey,28,M,A1,2019
2574,1417,Faraj Sem,31,M,A2,2020
2575,1418,Theodore Rao,27,M,A1,2021
2576,1418,Jairaj Memon,53,M,A2,2022
2577,1419,Peter Arora,33,M,A1,2023
2578,1419,Bahadurjit Ram,21,M,A2,2024
2579,1420,Gunbir Bali,16,M,A1,2025
2580,1421,Ishwar Mody,40,M,A1,2026
2581,1421,Andrew Chawla,31,M,A2,2027
2582,1422,Liam Kumar,51,M,A1,2028
2583,1423,Farhan Walla,33,M,A1,338
2584,1424,Ikbal Seshadri,54,M,A1,2029
2585,1424,Abhimanyu Nagi,16,M,A2,2030
2586,1425,Reyansh Sandal,16,M,A1,2031
2587,1426,Wridesh Deol,39,M,A1,2032
2588,1427,Ekapad Kulkarni,39,M,A1,2033
2589,1428,Rayaan Krishnan,27,M,A1,2034
2590,1428,Lipika Deo,36,T,A2,2035
2591,1428,Isaiah Sengupta,23,M,A3,2036
2592,1429,Henry Gera,33,M,A1,2037
2593,1430,Abhimanyu Goyal,22,M,A1,2038
2594,1431,Vihaan Saraf,41,M,A1,2039
2595,1432,Indrajit Bobal,35,M,A1,325
2596,1432,Darsh Apte,18,M,A2,2040
2597,1433,Rehaan Chander,16,M,A1,2041
2598,1434,Nathaniel Kohli,42,M,A1,2042
2599,1434,Arjun Subramanian,32,M,A2,2043
2600,1435,Nakul Chaudhari,23,M,A1,2044
2601,1435,Aarav Issac,44,M,A2,2045
2602,1436,Nitesh Raghavan,49,M,A1,2046
2603,1437,Robert Sami,53,M,A1,2047
2604,1437,Chakradhar Borah,24,M,A2,2048
2605,1438,Lohit Agarwal,40,M,A1,2049
2606,1438,Neel Chaudhry,43,M,A2,2050
2607,1439,Tanveer Saini,31,M,A1,2051
2608,1440,Victor Aurora,20,M,A1,2052
2609,1440,Tarak Venkatesh,36,M,A2,2053
2610,1441,Qasim Sanghvi,19,M,A1,2054
2611,1442,Jagat Date,24,M,A1,2055
2612,1443,Ranveer Aurora,37,M,A1,2056
2613,1444,Pranit Nayak,21,M,A1,2057
2614,1445,Vedant Mannan,39,M,A1,2058
2615,1445,Ekapad Sura,40,M,A2,2059
2616,1446,Chakradhar Rau,37,M,A1,2060
2617,1447,Oliver Vala,34,M,A1,2061
2618,1447,Gavin Deshpande,30,M,A2,269
2619,1448,Qadim Lata,27,M,A1,2062
2620,1448,Charles Pal,44,M,A2,2063
2621,1448,Quincy Sunder,23,M,A3,2064
2622,1449,Onveer Pau,43,M,A1,210
2623,1449,Chandresh Nanda,35,M,A2,207
2624,1449,Kai Grover,23,M,A3,208
2625,1449,Abha Kade,34,F,A4,206
2626,1450,Udant Khosla,34,M,A1,43
2627,1450,Saksham Chanda,29,M,A2,38
2628,1450,Anmol Nagi,44,M,A3,44
2629,1450,Janani Wali,16,F,A4,41
2630,1450,Aayush Contractor,40,M,A5,42
2631,1450,Noah Patel,34,M,A6,40
2632,1451,Ryan Kanda,34,M,A1,2065
2633,1452,Ekansh Mallick,22,M,A1,2066
2634,1452,Gaurang Thakur,50,M,A2,2067
2635,1452,Nihal Mammen,52,M,A3,2068
2636,1453,Jai Chana,38,M,A1,2069
