VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
728,1046,Praneel Soman,37,M,0
729,1048,William Bhavsar,21,M,0
730,1049,Mason Deol,25,M,0
731,1050,Aayush Mitter,36,M,0
732,1051,Chandran Gera,31,M,0
733,1052,Balhaar Gala,21,M,0
734,1054,Tarak Basak,17,M,0
735,1056,Maanas Tank,40,M,0
736,1057,Bhavini Chad,48,F,0
737,1058,Onkar Mitter,56,M,0
738,1058,Mitesh Singhal,8,M,0
739,1059,Pavani Walia,23,F,0
740,1061,Liam Lalla,31,M,0
741,1062,Girish Pathak,63,M,0
742,1062,Ishani Shere,38,F,0
743,1063,Rohan Sule,29,M,0
744,1064,Lajita Dash,1,F,0
745,1065,Ira Lata,25,F,0
746,1066,Naksh Dar,45,M,0
747,1067,Maya Chokshi,37,F,0
748,1068,Harsh Baral,40,M,0
749,1069,Kavya Kashyap,19,F,0
750,1069,Lila Pandya,34,F,0
751,1070,Ishani Badal,5,F,0
752,1071,Veda Gandhi,73,F,0
753,1071,Imaran Mammen,57,M,0
754,1073,Banjeet Rege,27,M,0
755,1073,Vaishnavi Doctor,35,F,0
756,1076,Eshana Brahmbhatt,45,F,0
757,1076,Frado Raval,28,M,0
758,1078,Bhavini Sethi,21,F,0
759,1079,Rayaan Bahri,120,M,0
760,1080,Chanchal Sarkar,40,F,0
761,1081,Farhan Ganguly,41,M,0
762,1082,Chakradev Dutt,22,M,0
763,1087,Lipika Gola,12,F,0
764,1087,Vedhika Pillay,37,F,0
765,1088,Frederick Magar,53,M,0
766,1090,Utkarsh Gill,23,M,0
767,1091,Bhavna Purohit,22,F,0
768,1095,Amaira Murty,34,T,0
769,1095,Ira Babu,16,F,0
770,1097,Viraj Prabhu,33,M,0
771,1097,Vedika De,46,F,0
772,1098,Avi Palla,44,M,0
773,1099,Patrick Narula,35,M,0
774,1099,Nilima Toor,31,F,0
775,1101,Theodore Sura,49,M,0
776,1102,Urvi Loke,42,F,0
777,1105,Joshua Kade,35,M,0
778,1106,Imaran Sidhu,14,M,0
779,1107,Vrinda Kuruvilla,7,F,0
780,1108,Madhavi Narasimhan,51,F,0
781,1109,Falak Kapoor,10,F,0
782,1111,Tejas Ravi,29,M,0
783,1112,Amruta Nath,5,F,0
784,1114,Jacob Mangat,44,M,0
785,1117,Gaurang Bali,20,M,0
786,1119,Anirudh Butala,16,M,0
787,1119,Aadi Handa,20,M,0
788,1121,Lucky Balay,15,M,0
789,1122,Manan Rattan,14,M,0
790,1123,Falan Dubey,51,M,0
791,1124,Edhitha Dixit,53,F,0
792,1129,Oliver Divan,66,M,0
793,1130,Liam Jain,33,M,0
794,1132,Hitesh Divan,54,M,0
795,1133,Vasana Mannan,22,F,0
796,1133,Anthony Mane,25,M,0
797,1136,Sneha Agate,26,F,0
798,1137,Sathvik Babu,12,M,0
799,1138,Maanas D’Alia,43,M,0
800,1140,Dhruv Kuruvilla,24,M,0
801,1141,Gaurika Sandhu,4,F,0
802,1142,Balvan Dugal,34,M,0
803,1143,Lopa Gola,26,F,0
804,1146,Charita Pandit,33,F,0
805,1147,Gautami Dhingra,49,F,0
806,1150,Yug Shankar,38,M,0
807,1150,Oeshi Pillay,32,F,0
808,1152,Vincent Chada,14,M,0
809,1152,Chanakya Verma,48,M,0
810,1153,Nitara Korpal,32,F,0
811,1156,Bishakha Tara,51,F,0
812,1157,George Chander,23,M,0
813,1157,Chandresh Patil,24,M,0
814,1160,Aarnav Chhabra,70,M,0
815,1161,Gauri Kota,36,F,0
816,1161,Oviya Ganguly,70,F,0
817,1163,Hitesh Rama,22,M,0
818,1164,Krish Krish,46,M,0
819,1164,Shivansh Kumer,48,M,0
820,1165,Ikshita Kulkarni,50,F,0
821,1166,Kritika Batra,43,F,0
822,1167,Jagrati Choudhry,38,F,0
823,1169,Laksh Sawhney,75,M,0
824,1170,Qushi Guha,58,T,0
825,1172,Aadhya Sant,34,F,0
826,1172,Fariq Bhat,42,M,0
827,1173,Mitali Dhaliwal,1,F,0
828,1174,Lakshit Sood,32,M,0
829,1175,Januja Sarma,16,F,0
830,1178,Yadavi Wadhwa,7,T,0
831,1178,Falan Bahri,38,M,0
832,1180,Jason Nair,36,M,0
833,1181,Ekapad Kashyap,56,M,0
834,1181,Anya Jayaraman,32,F,0
835,1183,Qasim Chatterjee,47,M,0
836,1186,Anya Soni,1,F,0
837,1187,Priya Parikh,46,F,0
838,1188,Aradhana Gola,24,F,0
839,1189,Qadim Mistry,37,M,0
840,1192,Sarthak Chopra,15,M,0
841,1193,Unnati Gera,38,F,0
842,1194,Hredhaan Bahri,34,M,0
843,1198,Kai Lal,30,M,0
844,1199,Ekaraj Kannan,26,M,0
845,1201,Amruta Chacko,69,F,0
846,1202,Ikshita Srivastava,23,F,0
847,1202,Urvashi Yohannan,42,T,0
848,1203,Deepa Thaman,35,F,0
849,1204,Chaman Divan,29,F,0
850,1206,Agastya Basu,30,M,0
851,1207,Saanvi Pai,25,F,0
852,1208,Naveen Pingle,44,M,0
853,1208,Qadim Mukherjee,43,M,0
854,1209,Ishita Khosla,34,F,0
855,1210,Bhavani Loyal,30,T,0
856,1213,Advaith Kibe,32,M,0
857,1213,Eiravati Pillay,27,F,0
858,1215,Robert Dugar,35,M,0
859,1215,Ridhi Mannan,40,F,0
860,1216,Nandini Handa,44,F,0
861,1217,Mohini Varghese,46,F,0
862,1220,Janaki Joshi,32,F,0
863,1221,Indrajit Dhaliwal,69,M,0
864,1221,Chakradev Chandra,35,M,0
865,1223,Anika Bose,37,F,0
866,1224,Zashil Ray,26,M,0
867,1224,Aashi Goyal,44,F,0
868,1226,Lucky Dar,57,M,0
869,1228,Darika Zacharia,57,F,0
870,1231,Oliver Nazareth,42,M,0
871,1233,Xiti Rana,8,F,0
872,1234,Adya Basak,38,F,0
873,1234,Ayaan Venkatesh,7,M,0
874,1235,Ganga Shah,3,F,0
875,1236,Tanveer Upadhyay,1,M,0
876,1238,Kavya Modi,7,F,0
877,1239,Pavani Misra,26,F,0
878,1241,Zehaan Pillay,38,M,0
879,1241,Mohini Mangal,31,F,0
880,1243,Eta Wason,43,F,0
881,1245,Chatura Goyal,21,M,0
882,1248,Ishaan Venkatesh,22,M,0
883,1248,Nicholas Pathak,61,M,0
884,1249,Dhriti Dhar,27,F,0
885,1251,Zarna Murthy,10,F,0
886,1252,Kavya Mukhopadhyay,23,F,0
887,1254,Shivani Ramachandran,47,F,0
888,1255,Chaitaly Hans,31,F,0
889,1256,Raghav Wable,16,M,0
890,1256,Maya Buch,17,F,0
891,1257,Guneet Savant,40,M,0
892,1258,Abhiram Tandon,35,M,0
893,1258,Timothy Manda,38,M,0
894,1259,Ekiya Rau,47,F,0
895,1262,Bahadurjit Hayer,64,M,0
896,1262,Harrison Setty,34,M,0
897,1263,Vivaan Buch,34,M,0
898,1264,Aadi Raghavan,35,M,0
899,1265,Vivaan Tandon,29,M,0
900,1265,Riya Dara,1,F,0
901,1266,Arya Ganguly,1,F,0
902,1267,Lucky Bera,33,M,0
903,1267,Varsha Jayaraman,54,F,0
904,1268,Girik Borde,2,M,0
905,1270,Nathaniel Rege,56,M,0
906,1271,William Bhat,50,M,0
907,1272,Aadhya Puri,18,F,0
908,1273,Isaac Palla,46,M,0
909,1275,Yutika Ghosh,28,F,0
910,1276,Kamya Sani,44,F,0
911,1278,Brijesh Mander,36,M,0
912,1279,Pranav Gola,41,M,0
913,1281,Sanaya Doctor,29,F,0
914,1282,Zaitra Acharya,16,F,0
915,1282,Idika Khanna,46,F,0
916,1283,Oni Shan,6,F,0
917,1283,Amruta Dash,63,F,0
918,1284,Gavin Viswanathan,20,M,0
919,1285,Idika Koshy,16,F,0
920,1287,Onveer Ramachandran,47,M,0
921,1289,Leena Kapur,36,F,0
922,1289,Indali Mohan,68,F,0
923,1297,Yasti Vyas,39,F,0
924,1299,Ekapad Tailor,22,M,0
925,1300,Nidra Dani,61,F,0
926,1300,Tanish Natarajan,8,M,0
927,1301,Balhaar Khalsa,34,M,0
928,1302,Neel Oak,44,M,0
929,1303,Meghana Mitter,40,F,0
930,1303,Yoshita Vohra,36,F,0
931,1304,Udarsh Sastry,15,M,0
932,1308,Ishani Sheth,23,F,0
933,1308,Advik Walia,21,M,0
934,1312,Dalaja Ramanathan,19,F,0
935,1313,Vrinda Gill,32,F,0
936,1313,Vasudha Kale,50,F,0
937,1314,Tanay Narain,30,M,0
938,1315,Kashish Ganesan,24,F,0
939,1316,Faris Ramaswamy,54,M,0
940,1317,Kalpit Kulkarni,19,M,0
941,1317,Devika Gole,23,F,0
942,1319,Dayita Kala,57,F,0
943,1321,Harini Barad,37,F,0
944,1321,Libni Suresh,45,F,0
945,1325,Henry Chander,44,M,0
946,1326,Advik Chanda,33,M,0
947,1328,Sneha Bava,12,F,0
948,1329,Devika Chowdhury,57,T,0
949,1330,Hemangini Barman,1,F,0
950,1331,Kritika Hora,44,T,0
951,1332,Ishita Yadav,43,F,0
952,1332,Hemal Shah,39,F,0
953,1335,Nihal Desai,32,M,0
954,1336,Pushti Rai,42,F,0
955,1338,Omisha Zacharia,37,F,0
956,1339,Bishakha Dugal,39,T,0
957,1339,Ekta Subramaniam,56,F,0
958,1341,Chaman Sankar,43,F,0
959,1343,Indrajit Mangal,43,M,0
960,1346,Quincy Mane,20,M,0
961,1347,Jeremiah Shenoy,37,M,0
962,1348,Umang Rastogi,36,M,0
963,1349,Abeer Varughese,20,M,0
964,1350,Pavani Bhat,45,F,0
965,1351,Krishna Bhagat,28,F,0
966,1352,Lakshit Swamy,35,M,0
967,1355,Lajita Taneja,42,F,0
968,1356,Joshua Sarkar,35,M,0
969,1356,Urmi Dixit,47,F,0
970,1357,Anamika Bhandari,37,F,0
971,1357,Saksham Sachdeva,46,M,0
972,1360,Aadhya Murty,15,F,0
973,1361,Manthan Taneja,55,M,0
974,1361,Zarna Tailor,37,F,0
975,1366,Gayathri Sankar,58,F,0
976,1367,Harinakshi Cherian,26,F,0
977,1368,Zayyan Sen,41,M,0
978,1369,Alka Yogi,38,F,0
979,1369,Alexander Bobal,44,M,0
980,1370,Theodore Apte,19,M,0
981,1370,Bhavani Bal,41,F,0
982,1371,Odika Solanki,1,F,0
983,1372,Zaid Madan,50,M,0
984,1373,Vincent Ramanathan,51,M,0
985,1374,Leela Chakrabarti,47,F,0
986,1375,Anthony Talwar,60,M,0
987,1376,Raagini Chhabra,36,T,0
988,1376,Sneha Gopal,59,F,0
989,1378,Faqid Bhattacharyya,54,M,0
990,1381,Anvi Sarin,21,F,0
991,1383,Balhaar Kala,54,M,0
992,1383,Jeet Parmar,14,M,0
993,1385,Suhani Natarajan,54,F,0
994,1386,Karan Dash,35,M,0
995,1387,Bhavika Singhal,32,F,0
996,1390,Samuel Varughese,23,M,0
997,1391,Yashica Raj,23,F,0
998,1392,Hemangini Bhardwaj,33,F,0
999,1393,Bimala Som,28,F,0
1000,1397,Ekanta Misra,23,F,0
1001,1400,Advika Mukhopadhyay,44,F,0
1002,1401,Indrajit Handa,53,M,0
1003,1402,Sai De,19,F,0
1004,1406,Sai Desai,36,M,0
1005,1408,Ria Thakur,37,F,0
1006,1411,Ekanta Rege,37,F,0
1007,1412,Falak Choudhry,65,F,0
1008,1413,Reyansh Walia,60,M,0
1009,1414,Nilima Datta,24,F,0
1010,1415,Arunima Balay,44,F,0
1011,1416,Elijah Hegde,45,M,0
1012,1418,Inaya Yohannan,33,F,0
1013,1418,Frado Bora,32,M,0
1014,1420,Lila Karnik,41,F,0
1015,1421,Zayyan Mangat,33,M,0
1016,1421,Unnati Pai,21,F,0
1017,1423,Radhika Bhatti,12,F,0
1018,1424,Zayan Vala,22,M,0
1019,1428,Forum Chowdhury,50,F,0
1020,1428,Alexander Ramanathan,28,M,0
1021,1429,Darsh Basu,52,M,0
1022,1430,Azad Vig,1,M,0
1023,1431,Yashoda Srivastava,48,F,0
1024,1434,Nisha More,20,F,0
1025,1435,Aadhya Pingle,37,F,0
1026,1436,Arin Sarin,21,M,0
1027,1437,Caleb Chana,28,M,0
1028,1438,Abhimanyu Pillai,57,M,0
1029,1439,Samaksh Dutta,24,M,0
1030,1440,Balhaar Patla,14,M,0
1031,1441,Utkarsh Purohit,23,M,0
1032,1442,Praneel Sha,20,M,0
1033,1443,Ekiya Bora,44,F,0
1034,1445,Chanakya Dhillon,31,M,0
1035,1446,Gautami Dhaliwal,39,F,0
1036,1449,Qadim Taneja,35,M,0
1037,1451,Victor Garg,39,M,0
1038,1452,Yoshita Varughese,48,T,0
1039,1452,Gaurika Lala,39,F,0
1040,1454,Bhanumati Chand,30,F,0
1041,1456,Ishaan Sastry,19,M,0
1042,1456,Ekanta Iyengar,28,F,0
1043,1457,Aarnav Sule,31,M,0
1044,1459,Samuel Chakrabarti,39,M,0
1045,1462,Hredhaan Parsa,15,M,0
1046,1462,Lavanya Viswanathan,18,F,0
1047,1465,Zayan Hayer,35,M,0
1048,1467,Vanya Nayak,17,F,0
1049,1469,Charan Kaur,26,M,0
1050,1471,Jackson Murty,36,M,0
1051,1472,Urvashi Murthy,45,F,0
1052,1473,Kai Sarraf,43,M,0
1053,1473,Amol Sarma,27,M,0
1054,1474,Vedika Bawa,31,F,0
1055,1475,Ronith Mani,43,M,0
1056,1477,Balendra Mital,31,M,0
1057,1478,Rachita Pal,28,F,0
1058,1478,Rachit Oak,74,M,0
1059,1481,Yamini Loke,37,F,0
1060,1482,Advaith Agate,4,M,0
1061,1482,Yatan Shanker,37,M,0
1062,1483,Owen Apte,52,M,0
1063,1483,Xiti Kala,22,F,0
1064,1484,Rohan Gour,21,M,0
1065,1485,Falguni Kanda,21,F,0
1066,1485,Mitesh Narayanan,23,M,0
1067,1487,Jairaj Atwal,35,M,0
1068,1492,Ekta Shankar,27,F,0
1069,1493,Vincent Bakshi,25,M,0
1070,1494,Chakradev Padmanabhan,58,M,0
1071,1494,Isaiah Ahuja,45,M,0
1072,1496,Dayita Thakur,36,F,0
1073,1498,Champak Raj,30,M,0
1074,1499,Noah Mukhopadhyay,42,M,0
1075,1500,Aadi Bhagat,23,M,0
1076,1501,Liam Mallick,25,M,0
1077,1501,Liam Kakar,41,M,0
1078,1502,Anita Johal,37,F,0
1079,1502,Lakshit Dixit,32,M,0
1080,1503,Yuvraj Parmer,48,M,0
1081,1504,Yashasvi Chander,45,F,0
1082,1506,Jack Sarraf,25,M,0
1083,1507,Gaurika Chakraborty,32,F,0
1084,1508,Zilmil Kamdar,42,F,0
1085,1510,Zashil Bhalla,46,M,0
1086,1510,Tanmayi Pillay,35,F,0
1087,1511,Faraj Chad,43,M,0
1088,1512,Nidra Mangat,40,F,0
1089,1513,Niharika Gulati,59,F,0
1090,1514,Vasana Gupta,64,F,0
1091,1516,Onveer Nagi,46,M,0
1092,1519,Isha Banerjee,22,F,0
1093,1519,Brinda Brar,33,F,0
1094,1520,Yahvi Narayanan,52,F,0
1095,1522,Upasna Joshi,44,F,0
1096,1522,Dev Brar,45,M,0
1097,1526,Mekhala Ben,11,F,0
1098,1529,Chaaya Pillay,29,F,0
1099,1530,Yashawini Sharma,14,F,0
1100,1535,Theodore Yadav,34,M,0
1101,1535,Advik Pillai,28,M,0
1102,1538,Anay Issac,11,M,0
1103,1543,Arya Sharaf,22,F,0
1104,1543,Yashodhara Grover,31,F,0
1105,1544,Chavvi Atwal,47,F,0
1106,1544,David Dugal,63,M,0
1107,1546,Dominic Dhillon,21,M,0
1108,1548,Quincy Bawa,47,M,0
1109,1550,Aarini Sunder,32,F,0
1110,1551,Balendra Kannan,26,M,0
1111,1552,Bhavika Murthy,36,F,0
1112,1553,Gagan Bhavsar,13,M,0
1113,1553,Chameli Sangha,21,F,0
1114,1554,Abhiram Chand,59,M,0
1115,1555,Ayushman Sood,10,M,0
1116,1556,Falguni Mohanty,39,F,0
1117,1557,Janaki Borah,34,F,0
1118,1559,Wazir Salvi,56,M,0
1119,1560,Girindra Balasubramanian,33,M,0
1120,1563,Aarini Bedi,13,F,0
1121,1564,Siya Mohan,22,F,0
1122,1564,Urishilla Taneja,46,F,0
1123,1565,Isha Rajan,52,F,0
1124,1567,Nisha Kannan,25,F,0
1125,1571,Zaitra Nayak,21,F,0
1126,1573,Siya Konda,43,F,0
1127,1574,Samarth Lalla,53,M,0
1128,1575,Devansh Sood,22,M,0
1129,1576,Gaurangi Chawla,37,F,0
1130,1577,Gabriel Contractor,26,M,0
1131,1579,Dominic Dass,52,M,0
1132,1580,Matthew Mall,65,M,0
1133,1581,Ethan Kapoor,49,M,0
1134,1581,Amrita Dhaliwal,8,F,0
1135,1582,Ishani Shenoy,27,F,0
1136,1582,Shravya Parekh,17,F,0
1137,1583,Balveer Kamdar,41,M,0
1138,1585,Manbir Goswami,53,M,0
1139,1586,Hemani Lanka,53,F,0
1140,1590,Girindra Barad,46,M,0
1141,1591,Meera Sami,31,F,0
1142,1592,Irya Deol,28,F,0
1143,1593,Sai Chokshi,24,M,0
1144,1595,Upadhriti Shan,37,F,0
1145,1597,Harini Mall,46,F,0
1146,1598,Widisha Garde,12,F,0
1147,1599,Abhiram Chand,42,M,0
1148,1600,Ayush Sarna,25,M,0
1149,1601,Leena Sachdev,24,F,0
1150,1602,Thomas Dube,44,M,0
1151,1603,Ronith Walla,57,M,0
1152,1603,Lakshmi Tripathi,23,F,0
1153,1606,Utkarsh Bawa,36,M,0
1154,1612,Yashoda Narayanan,44,F,0
1155,1613,Fiyaz Anne,27,M,0
1156,1614,Bimala Munshi,9,F,0
1157,1615,Triya Kaul,0,F,0
1158,1615,Hiral Sethi,27,F,0
1159,1616,Adweta Sahota,30,F,0
1160,1617,Mekhala Dada,35,F,0
1161,1618,Nakul Ratti,47,M,0
1162,1618,Tejas Konda,66,M,0
1163,1620,Oliver Lad,26,M,0
1164,1622,Charvi Ghose,47,F,0
1165,1623,Urishilla Sahni,13,F,0
1166,1626,Urishilla Dayal,37,F,0
1167,1627,Hemal Borde,47,F,0
1168,1627,Hemani Badal,27,F,0
1169,1631,Aadhya Bhatia,20,F,0
1170,1632,Om Hari,21,M,0
1171,1632,Ijaya Char,48,F,0
1172,1633,Faris Sahni,13,M,0
1173,1637,Darika Acharya,9,F,0
1174,1637,Ikshita Dubey,37,T,0
1175,1639,Nicholas Bahri,40,M,0
1176,1641,Bishakha Datta,46,F,0
1177,1643,Netra Palla,38,F,0
1178,1646,Tristan Misra,46,M,0
1179,1647,Advay Aggarwal,50,M,0
1180,1648,Lakshit Borra,14,M,0
1181,1649,Tripti Shere,32,F,0
1182,1650,Ranveer Master,16,M,0
1183,1650,Libni Mann,36,F,0
1184,1651,Ryan Dewan,16,M,0
1185,1652,Hemal Madan,30,F,0
1186,1655,Prisha Sagar,44,T,0
1187,1659,Upma Sen,22,F,0
1188,1661,Amruta Chowdhury,40,F,0
1189,1661,Unni Pradhan,10,F,0
1190,1662,Wyatt Mahal,2,M,0
1191,1664,Urmi Sridhar,37,F,0
1192,1666,Nidra Mani,39,F,0
1193,1667,Jack Warrior,43,M,0
1194,1672,Oeshi Nair,46,F,0
1195,1672,Gautam Mody,44,M,0
1196,1673,Yashasvi Narang,45,F,0
1197,1674,Ati Wadhwa,18,F,0
1198,1676,Urvashi Wadhwa,50,F,0
1199,1676,Dayita Shenoy,26,F,0
1200,1677,Kala Suresh,33,F,0
1201,1679,Anjali Varghese,42,F,0
1202,1680,Bahadurjit Pandit,44,M,0
1203,1680,Wakeeta Soman,7,F,0
1204,1681,Naksh Golla,40,M,0
1205,1682,Isaiah Subramanian,27,M,0
1206,1683,Girindra Master,45,M,0
1207,1684,Gautami Rao,9,F,0
1208,1684,Mohammed Kapur,29,M,0
1209,1685,Onkar Ben,31,M,0
1210,1685,Andrew Choudhury,39,M,0
1211,1686,Onkar Gade,17,M,0
1212,1687,Yasti Varughese,13,F,0
1213,1688,Harinakshi Prabhakar,39,F,0
1214,1688,Omya Pall,38,F,0
1215,1689,Vedhika Yohannan,36,F,0
1216,1690,Upkaar Bumb,38,M,0
1217,1691,Kiaan Jhaveri,44,M,0
1218,1694,Mahika Nayar,60,F,0
1219,1696,Indrajit Prakash,15,M,0
1220,1697,Aishani Dara,36,F,0
1221,1697,Kavya Buch,21,F,0
1222,1698,Nisha Palla,46,F,0
1223,1699,Chandresh Thakkar,14,M,0
1224,1701,Suhani Dey,55,F,0
1225,1703,Naveen Sani,41,M,0
1226,1705,Widisha Grewal,32,F,0
1227,1706,Shravya Basak,34,F,0
1228,1708,Kritika Merchant,35,F,0
1229,1709,Brinda Banerjee,31,F,0
1230,1710,Tara Lanka,31,F,0
1231,1711,Ubika Joshi,30,F,0
1232,1713,Tripti Basu,32,F,0
1233,1715,Nathaniel Panchal,30,M,0
1234,1716,Vasana Lata,40,F,0
1235,1717,Damyanti Rajagopal,14,F,0
1236,1718,Yashica Tak,58,F,0
1237,1719,Varenya Atwal,63,F,0
1238,1720,Inaya Vala,23,F,0
1239,1721,Karan Bir,21,M,0
1240,1722,Ayaan Talwar,30,M,0
1241,1726,Robert Kumer,25,M,0
1242,1727,Neha Dhawan,45,F,0
1243,1728,Jalsa Gera,29,F,0
1244,1729,Chandran Raj,46,M,0
1245,1732,Indira Rout,39,F,0
1246,1738,Baljiwan Ramakrishnan,26,M,0
1247,1738,Ekavir Grewal,5,M,0
1248,1740,Yug Choudhry,40,M,0
1249,1741,Krisha Ray,34,F,0
1250,1743,Sneha Aurora,24,F,0
1251,1745,Nisha Chandra,24,F,0
1252,1746,Pooja Parmer,20,F,0
1253,1747,Dayamai Nagarajan,9,F,0
1254,1748,Lakshmi Srinivas,22,F,0
1255,1750,Amaira Vaidya,41,F,0
1256,1751,Anamika Swaminathan,26,F,0
1257,1752,Saksham Wadhwa,38,M,0
1258,1752,Shravya Datta,16,F,0
1259,1753,Jasmit Wable,17,F,0
1260,1753,Odika Mahal,33,F,0
1261,1754,Frado Bhatti,69,M,0
1262,1755,Aadi Joshi,42,M,0
1263,1756,Kritika Manne,10,F,0
1264,1757,Darsh Krishnan,13,M,0
1265,1758,Kamya Dewan,20,F,0
1266,1759,Simon Srinivasan,49,M,0
1267,1761,Yutika Chada,47,F,0
1268,1762,Nilima Doctor,27,F,0
1269,1762,Girindra Lad,23,M,0
1270,1765,Falak Bera,24,F,0
1271,1766,Zehaan Doshi,37,M,0
1272,1767,Zilmil Pal,32,F,0
1273,1768,Pooja Sha,43,F,0
1274,1769,Shaurya Boase,21,M,0
1275,1770,Amol Bhat,24,M,0
1276,1771,Advik Bhagat,52,M,0
1277,1774,Ekbal Sarraf,18,M,0
1278,1775,Qadim Tata,61,M,0
1279,1776,Samarth Warrior,23,M,0
1280,1777,Shravya Sethi,34,F,0
1281,1778,Eiravati Majumdar,31,F,0
1282,1779,Warjas Sibal,36,M,0
1283,1779,Fariq Bhasin,40,M,0
1284,1781,Nirja Magar,29,F,0
1285,1786,Aarav Sanghvi,49,M,0
1286,1787,Maanas Tella,21,M,0
1287,1787,Bhavini Wable,39,F,0
1288,1788,Aditya Palan,40,M,0
1289,1790,Ati Mukhopadhyay,27,F,0
1290,1793,Anamika Arya,120,F,0
1291,1797,Panini Kapoor,32,F,0
1292,1799,Warinder Devan,35,M,0
1293,1804,Rajeshri Pandey,20,F,0
1294,1805,Indali Deshmukh,36,F,0
1295,1806,Sanaya Raja,22,F,0
1296,1808,Naveen Bhakta,36,M,0
1297,1809,Wriddhish Andra,45,M,0
1298,1811,Imaran Bajwa,31,M,0
1299,1812,Ishwar Batra,29,M,0
1300,1813,Sara Mannan,31,F,0
1301,1815,Adweta Dani,8,F,0
1302,1817,Krishna Nazareth,13,F,0
1303,1820,Neelima Master,54,T,0
1304,1821,Andrew Parmar,37,M,0
1305,1821,Timothy Chaudry,24,M,0
1306,1823,Chavvi Sur,28,F,0
1307,1825,Zarna Rau,45,F,0
1308,1827,Turvi Devi,33,F,0
1309,1830,Barkha Natt,21,F,0
1310,1831,Warjas Iyengar,52,M,0
1311,1832,Tripti Seshadri,32,T,0
1312,1833,Zaid Nori,51,M,0
1313,1834,Kai Din,7,M,0
1314,1835,Gautam Bhasin,26,M,0
1315,1835,Gagan Din,45,M,0
1316,1836,Barkha Menon,28,F,0
1317,1837,Amol Prasad,18,M,0
1318,1839,Advika Chandran,47,F,0
1319,1842,Hiral Sachdev,16,F,0
1320,1843,Urvi Dutta,19,F,0
1321,1845,Januja Kar,3,F,0
1322,1845,Vihaan Dugar,48,M,0
1323,1847,Edhitha Sani,28,F,0
1324,1847,Upkaar Rana,18,M,0
1325,1849,Advay Sethi,32,M,0
1326,1850,Qabil Sachar,45,M,0
1327,1850,Hamsini Basu,22,F,0
1328,1852,Anay Kar,54,M,0
1329,1853,Aarush Ganesh,50,M,0
1330,1855,Isaiah Nazareth,21,M,0
1331,1856,Samaksh Thaman,17,M,0
1332,1859,Divya Date,16,F,0
1333,1865,Jack Rattan,33,M,0
1334,1867,Amara Agrawal,999,F,0
1335,1867,Krish Murty,39,M,0
1336,1868,Fiyaz Cherian,47,M,0
1337,1869,Charvi Madan,24,F,0
1338,1872,Yamini Keer,31,F,0
1339,1874,Champak Parmar,37,M,0
1340,1874,Fitan Oak,41,M,0
1341,1877,Chaitaly Ramanathan,27,F,0
1342,1878,Gavin Pandit,16,M,0
1343,1880,Jason Mahal,26,M,0
1344,1882,Aachal Lala,120,F,0
1345,1882,Ati Patel,37,F,0
1346,1884,Manthan Sheth,34,M,0
1347,1887,Eiravati Raman,30,F,0
1348,1888,Harish Madan,32,M,0
1349,1889,Lohit Chander,61,M,0
1350,1892,Anamika Sami,38,F,0
1351,1893,Arin Mall,30,M,0
1352,1894,Panini Chaudhry,15,F,0
1353,1894,Advaith Chadha,22,M,0
1354,1895,Mekhala Kanda,16,F,0
1355,1895,Nikita Loke,39,F,0
1356,1896,Tanish Nayak,19,M,0
1357,1896,Zashil Ramachandran,23,M,0
1358,1897,Rachita Memon,38,F,0
1359,1899,Teerth Lata,38,M,0
1360,1901,Maya Keer,37,F,0
1361,1902,Niharika Suresh,21,F,0
1362,1903,Lakshit Kala,7,M,0
1363,1905,Jackson Raval,23,M,0
1364,1906,Quincy Varughese,1,M,0
1365,1907,Aashi Varughese,9,F,0
1366,1908,Andrew Kari,34,M,0
1367,1910,Gavin Goswami,23,M,0
1368,1912,Aradhana Ram,35,F,0
1369,1913,Ojasvi Bains,50,F,0
1370,1917,Gopal Goel,56,M,0
1371,1920,Farhan Balan,38,M,0
1372,1921,Dayita Mandal,60,F,0
1373,1922,Onkar Yohannan,25,M,0
1374,1923,Madhavi Kata,30,F,0
1375,1924,Sanya Puri,45,F,0
1376,1929,Gauri Ratti,16,F,0
1377,1935,Kevin Mand,62,M,0
1378,1936,Xavier Ahuja,52,M,0
1379,1937,Ridhi Kale,12,F,0
1380,1938,Kiaan Seth,21,M,0
1381,1938,Bhanumati Krish,32,F,0
1382,1940,Zashil Buch,34,M,0
1383,1940,Qarin Mallick,34,M,0
1384,1941,Qasim Malhotra,28,M,0
1385,1943,Vedika Wadhwa,29,F,0
1386,1944,Quincy Mukherjee,46,M,0
1387,1946,Hiral Gandhi,42,F,0
1388,1949,Abeer Mitra,42,M,0
1389,1949,Krishna Kumar,38,F,0
1390,1951,Saksham Anne,20,M,0
1391,1953,Niharika Karan,31,F,0
1392,1954,Ishani Varty,0,F,0
1393,1957,Kamala Nayar,24,F,0
1394,1960,Vanya Rege,35,F,0
1395,1962,Indali Subramaniam,15,F,0
1396,1964,Falak Nath,55,F,0
1397,1964,Ira Varty,38,F,0
1398,1966,Laksh Sen,10,M,0
1399,1967,Nisha Bhatti,26,F,0
1400,1968,Anay Parikh,11,M,0
1401,1970,Pooja Pal,16,F,0
1402,1970,Charvi Nagi,22,F,0
1403,1971,Sneha Batta,32,F,0
