ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1958,1958,Tanish Chaudry,22,1,4,5,1
1959,1959,Aarnav Chada,32,7,1,3,1
1960,1960,Rajata Korpal,43,3,2,2,2
1961,1961,Mohini Ahuja,21,2,6,4,2
1962,1962,Nitara Kar,23,5,7,5,2
1963,1963,Yug Hegde,35,8,4,5,1
1964,1964,Chameli Gola,53,2,6,4,2
1965,1965,Indali Kade,32,8,1,4,2
1966,1966,Hiral Memon,58,3,6,4,2
1967,1967,Sarthak Dave,49,8,7,5,1
1968,1968,Brinda Bora,22,6,7,4,2
1969,1969,Qushi Rajagopal,19,5,3,5,2
1970,1970,Peter Upadhyay,51,9,6,2,1
1971,1971,Qadim Kothari,55,5,6,,1
1972,1972,Abha Mukhopadhyay,54,4,4,,2
1973,1973,Adya Kothari,29,8,4,4,2
1974,1974,Gaurika Baral,18,4,3,1,2
1975,1975,Faqid Ramanathan,50,8,2,2,1
1976,1976,Rayaan Mandal,53,6,4,3,1
1977,1977,Onveer Sahni,29,4,1,3,1
1978,1978,Vivaan Mital,18,4,2,2,1
1979,1979,Tarak Sura,22,4,3,2,1
1980,1980,Harish Dhillon,53,1,1,5,1
1981,1981,Oviya Yogi,28,7,7,1,2
1982,1982,Gautami Rastogi,49,9,3,5,2
1983,1983,Tamanna Bali,29,1,5,3,2
1984,1984,Aditya Murthy,44,6,7,5,1
1985,1985,William Mahajan,49,7,1,5,1
1986,1986,Indira Buch,30,6,3,2,2
1987,1987,Bhavika Mann,36,9,5,5,2
1988,1988,Rishi Reddy,60,4,1,2,1
1989,1989,Matthew Babu,25,3,5,5,1
1990,1990,Aarush Kalita,33,5,6,1,1
1991,1991,Ati Ramaswamy,25,2,4,4,2
1992,1992,Zilmil Chahal,26,8,6,3,2
1993,1993,Dhriti Gala,36,3,3,3,2
1994,1994,Rajata Deshmukh,18,4,6,4,2
1995,1995,Irya Sharma,44,9,5,3,2
1996,1996,Ansh Bawa,59,6,7,2,1
1997,1997,Naveen Kurian,44,3,1,3,1
1998,1998,Nitesh Kar,18,7,2,4,1
1999,1999,Hitesh Mander,29,8,1,1,1
2000,2000,Falan Dasgupta,55,3,,3,1
2001,2001,Kamya Rege,46,2,2,2,2
2002,2002,Siddharth Balasubramanian,43,4,6,4,1
2003,2003,Faraj Sama,23,2,4,1,1
2004,2004,Abhiram Deep,47,2,6,3,1
2005,2005,Bimala Prasad,31,9,,1,2
2006,2006,Ishwar Chana,64,5,3,2,1
2007,2007,Siddharth Bhagat,60,1,6,4,1
2008,2008,Joshua Mittal,49,2,7,1,1
2009,2009,Mitesh Sathe,19,4,5,1,1
2010,2010,Nathaniel Sibal,42,3,2,2,1
2011,2011,Teerth Mital,36,6,1,1,1
2012,2012,Indali Naidu,45,6,7,1,2
2013,2013,William Som,34,1,6,3,1
2014,2014,Yash Khurana,53,6,1,1,1
2015,2015,Tanmayi Mann,41,3,1,1,2
2016,2016,Anusha Grewal,18,3,6,5,2
2017,2017,Idika Kuruvilla,50,8,1,5,2
2018,2018,Jagdish Gopal,18,1,7,3,1
2019,2019,Bachittar Sampath,57,1,6,4,1
2020,2020,Zaitra Dixit,37,8,5,1,2
2021,2021,Ayush Savant,38,3,7,1,1
2022,2022,Aadhya Ramaswamy,35,6,1,3,2
2023,2023,Ishani Borra,18,7,2,1,2
2024,2024,Akshay Savant,40,2,6,1,1
2025,2025,Oliver Munshi,59,8,7,5,1
2026,2026,Dominic Tandon,34,7,6,4,1
2027,2027,Upadhriti Setty,41,6,,4,2
2028,2028,Anusha Konda,22,8,7,2,2
2029,2029,Ishita Chawla,27,6,5,,2
2030,2030,Kabir Toor,34,8,1,,1
2031,2031,Eshana Saha,22,3,2,1,2
2032,2032,Ekaja Kapadia,18,5,3,1,2
2033,2033,Daksha Dugar,40,9,4,2,2
2034,2034,Abhiram Agrawal,25,8,6,4,1
2035,2035,Panini Rao,33,3,4,1,2
2036,2036,Devansh Jayaraman,50,7,5,4,1
2037,2037,Yutika Bawa,52,9,6,5,3
2038,2038,Qasim Rattan,36,8,2,5,1
2039,2039,Tanish Sawhney,55,8,,1,1
2040,2040,Harrison Rana,28,2,6,5,1
2041,2041,Sai Deo,28,2,6,1,1
2042,2042,Chavvi Sahota,29,8,1,1,2
2043,2043,Noah Tata,29,4,3,2,1
2044,2044,Gabriel Kumar,37,7,7,5,1
2045,2045,Zaitra Sekhon,50,8,7,1,2
2046,2046,Qushi Kumer,47,4,7,5,2
2047,2047,Lavanya Mittal,36,1,5,5,2
2048,2048,Tanay Badal,46,1,7,1,1
2049,2049,Azad Sethi,38,6,3,1,1
2050,2050,Azaan Ghose,18,8,5,3,1
2051,2051,Xavier Sur,62,7,3,4,1
2052,2052,Lipika Choudhary,56,8,2,5,2
2053,2053,Ansh Shetty,65,8,2,2,1
2054,2054,Jeremiah Bahl,29,2,3,5,1
2055,2055,Krishna Din,35,8,5,3,1
2056,2056,Ikshita Muni,36,1,3,4,2
2057,2057,Mekhala Walia,42,8,6,3,2
2058,2058,Deepa More,56,6,5,,2
2059,2059,Odika Venkatesh,20,5,2,5,2
2060,2060,Yasti Malhotra,42,7,1,,2
2061,2061,Meera Gandhi,30,4,3,1,2
2062,2062,Gopal Agate,42,6,6,4,1
2063,2063,Chakradev Sidhu,24,7,6,1,1
2064,2064,Triya Bajaj,47,9,5,2,2
2065,2065,Ganga Keer,30,,5,4,2
2066,2066,Frederick Kari,28,4,5,5,1
2067,2067,Nisha Mahajan,57,6,2,1,2
2068,2068,Balendra Saxena,27,7,4,5,1
2069,2069,Anmol Sethi,36,9,6,1,1
2070,2070,Qasim Uppal,28,6,6,4,1
2071,2071,Garima Badal,20,1,2,5,2
2072,2072,Jagat Rastogi,32,8,7,1,1
2073,2073,Agastya Suresh,39,6,5,4,1
2074,2074,Suhani Rama,18,3,4,2,2
2075,2075,Falak Dhawan,36,1,5,1,2
2076,2076,Nihal Sharma,38,1,3,3,1
2077,2077,Chandresh Garde,59,5,7,1,1
2078,2078,Chandresh Naidu,34,7,1,4,1
2079,2079,Devansh Chander,21,5,5,2,1
2080,2080,Meera Lall,48,8,3,4,2
2081,2081,Charles Bose,39,7,1,5,1
2082,2082,Atharv Chaudry,35,,1,1,1
2083,2083,Bishakha Barad,49,9,6,1,2
2084,2084,Lila Parikh,33,7,4,1,2
2085,2085,Vritti Memon,50,5,2,3,2
2086,2086,Nathaniel Srinivasan,40,2,5,5,1
2087,2087,Charles Upadhyay,29,6,1,1,1
2088,2088,Nidra Gade,52,1,1,5,2
2089,2089,Chandani Prashad,43,7,7,5,3
2090,2090,Amaira Shukla,22,4,4,1,2
2091,2091,Pranav Mander,36,2,5,2,1
2092,2092,Yagnesh Loyal,41,7,7,3,1
2093,2093,Champak Ravel,24,7,4,5,1
2094,2094,Reyansh Bhardwaj,32,7,3,2,1
2095,2095,Ishani Sur,41,8,6,,2
2096,2096,Owen Balan,32,3,1,1,1
2097,2097,Victor Dasgupta,51,8,1,5,1
2098,2098,Sarthak Sachdev,48,9,7,3,1
2099,2099,Nirja Ramesh,40,8,5,2,2
2100,2100,Ekani Dave,18,3,1,5,2
2101,2101,Yagnesh Parmar,26,7,1,2,1
2102,2102,Balendra Narang,28,8,2,1,1
2103,2103,Agastya Gala,36,7,5,4,1
2104,2104,Dayamai Rajagopal,46,7,5,3,2
2105,2105,Sai Natt,67,7,7,2,2
2106,2106,Theodore Prashad,39,1,5,5,1
2107,2107,Amara Kalita,35,7,5,1,2
2108,2108,Aarav Gola,43,4,5,5,1
2109,2109,Sudiksha Srivastava,38,,6,4,2
2110,2110,Aachal Mital,54,8,7,4,2
2111,2111,Warda Master,30,7,1,4,2
2112,2112,Dakshesh Lad,38,5,3,3,1
2113,2113,Ekalinga Anand,49,3,4,3,1
2114,2114,Teerth Sandal,35,3,2,1,1
2115,2115,Ayushman Chaudhry,35,,4,3,1
2116,2116,Chakradhar Bhattacharyya,39,9,6,,1
2117,2117,Jyoti Sant,18,9,2,,2
2118,2118,Vedant Chatterjee,43,2,7,1,1
2119,2119,Siddharth Mitra,18,3,2,3,1
2120,2120,Tanvi Agate,49,2,4,3,2
2121,2121,Hemal Hayre,82,8,2,3,2
2122,2122,Oliver Nayak,25,8,6,4,1
2123,2123,Maanav Dube,19,9,5,2,1
2124,2124,Ekavir Bahl,47,2,1,5,1
2125,2125,Devansh Deshmukh,39,2,6,1,1
2126,2126,Nathaniel Kata,28,9,6,4,1
2127,2127,Hiral Goda,23,9,1,1,2
2128,2128,Akshay Chandran,58,6,4,5,1
2129,2129,Henry Kapoor,40,5,6,3,1
2130,2130,Devika Kala,22,6,3,5,2
2131,2131,Girik Tella,54,9,5,2,1
2132,2132,Kevin Vala,41,1,7,4,1
2133,2133,Jatin Sarkar,47,1,1,2,1
2134,2134,Jack Parekh,31,2,5,,1
2135,2135,Osha Bhatti,43,3,3,3,2
2136,2136,Turvi Saha,30,3,2,3,2
2137,2137,Maanas Sathe,18,6,1,1,1
2138,2138,Kritika Dube,18,5,1,1,2
2139,2139,Forum Mishra,38,9,,1,2
2140,2140,Indira Kapur,26,6,1,2,2
2141,2141,Tripti Narasimhan,41,3,7,,2
2142,2142,Chandresh Ramaswamy,23,1,,,1
2143,2143,Brinda Sagar,37,,4,1,2
2144,2144,Daksha Ramesh,35,5,,4,2
2145,2145,Sachi Bhargava,34,1,4,1,2
2146,2146,Daniel Deep,45,4,6,3,1
2147,2147,Neha Sathe,24,3,7,2,2
2148,2148,Manbir Padmanabhan,24,1,4,3,1
2149,2149,Dayamai Golla,61,9,1,1,2
2150,2150,Agastya Sabharwal,45,5,6,5,1
2151,2151,Robert Chokshi,48,6,3,4,1
2152,2152,Sai Koshy,25,1,6,5,1
2153,2153,Laban Kale,63,2,6,2,1
2154,2154,Chanchal Bhatia,25,9,1,1,3
2155,2155,Advik Batta,30,3,7,3,1
2156,2156,Saksham Bali,21,4,6,1,1
2157,2157,Ekbal Dara,29,6,5,2,1
2158,2158,Hardik Borde,29,4,,4,1
2159,2159,Watika Chaudhry,48,5,3,1,2
2160,2160,Chameli Tandon,24,4,3,1,2
2161,2161,Mohammed Babu,26,2,5,1,1
2162,2162,Mason Nadig,28,5,2,4,1
2163,2163,Urmi Soni,42,4,5,1,2
2164,2164,Tanish Guha,41,,6,4,1
2165,2165,Sachi Das,26,,3,1,2
2166,2166,Dhriti Pall,41,5,2,5,2
2167,2167,Tarak Goyal,24,5,,5,1
2168,2168,Orinder Nazareth,36,9,3,4,1
2169,2169,Nimrat Borde,37,1,6,5,2
2170,2170,Lakshit Verma,27,3,2,4,1
2171,2171,Zehaan Kant,41,8,5,5,1
2172,2172,Elijah Gour,22,7,5,4,1
2173,2173,Pratyush Ravel,31,1,2,4,1
2174,2174,Ansh Butala,23,5,2,,1
2175,2175,Aarnav Radhakrishnan,36,5,5,4,1
2176,2176,Tristan Chauhan,22,2,2,1,1
2177,2177,Aarush Sodhi,32,1,1,4,1
2178,2178,Ekaraj Karnik,36,7,2,3,1
2179,2179,Ethan Golla,56,5,3,3,1
2180,2180,Garima Mander,40,3,2,5,2
2181,2181,Praneel Mishra,24,6,4,1,1
2182,2182,Dalbir Kari,57,3,6,,1
2183,2183,Prisha Balan,22,1,2,5,2
2184,2184,Gunbir Nagar,29,9,4,2,1
2185,2185,Aarush Sarkar,37,8,3,1,1
2186,2186,Anmol Shetty,36,3,2,1,1
2187,2187,Bina Bajwa,26,6,1,5,2
2188,2188,Jairaj Mitra,18,5,6,1,1
2189,2189,Samarth Sha,21,5,1,3,1
2190,2190,Brijesh Uppal,39,8,7,,1
2191,2191,Orinder Tank,52,1,1,3,1
2192,2192,Ishaan Shetty,43,1,5,3,1
2193,2193,Noah Naidu,48,5,3,2,1
2194,2194,Aadi Saini,56,9,4,3,1
2195,2195,Aryan Misra,51,6,3,1,1
2196,2196,Arjun Rama,28,6,6,5,1
2197,2197,Kamala Sethi,64,5,5,4,2
2198,2198,Ekbal Sawhney,23,8,1,3,1
2199,2199,Ekiya Parmar,57,2,7,2,3
2200,2200,Gunbir Srinivas,35,3,3,,1
2201,2201,Aayush Wali,33,,,3,1
2202,2202,Matthew Vala,24,3,2,4,1
2203,2203,Amol Mahal,42,8,,5,1
2204,2204,Utkarsh Date,28,1,4,3,1
2205,2205,Akshay Rajagopalan,25,5,5,2,1
2206,2206,Jagdish Kala,42,,1,5,1
2207,2207,Benjamin Nagy,38,9,,4,1
2208,2208,Logan Bahri,55,1,7,1,1
2209,2209,Chakradev Savant,33,4,3,5,1
2210,2210,Amara Mittal,41,7,2,5,2
2211,2211,Henry Soman,41,1,5,3,1
2212,2212,Peter Bali,52,6,7,4,1
2213,2213,Praneel Amble,32,1,2,1,1
2214,2214,Rachit Kara,21,5,6,1,1
2215,2215,Aadhya Bhardwaj,43,5,2,1,3
2216,2216,Hiral Oak,56,9,5,3,2
2217,2217,Qarin Pandya,42,8,4,5,1
2218,2218,Ishaan Acharya,21,9,5,5,1
2219,2219,Meghana Narula,44,6,3,5,2
2220,2220,Upkaar Tara,48,,7,5,1
2221,2221,Barkha Padmanabhan,38,8,5,5,2
2222,2222,Edhitha Bala,54,7,4,1,2
2223,2223,Rohan Sridhar,41,3,2,5,1
2224,2224,Jason Deshmukh,41,4,1,1,1
2225,2225,Pranav Dugal,39,7,7,5,1
2226,2226,Qarin Sachdeva,38,4,4,4,1
2227,2227,Akshay Konda,45,6,6,5,1
2228,2228,Jairaj Bora,26,8,7,3,1
2229,2229,Charan Swaminathan,27,2,2,2,1
2230,2230,Ekaraj Barman,45,2,7,3,1
2231,2231,Hiral Sankar,33,8,7,5,2
2232,2232,Januja Kothari,44,1,2,4,2
2233,2233,Manan Sandhu,40,2,2,2,1
2234,2234,Nakul Ahluwalia,36,7,1,,1
2235,2235,Sanaya Walla,44,4,1,3,2
2236,2236,Jack Nagarajan,23,5,3,5,1
2237,2237,Ekaja Choudhary,18,4,4,3,2
2238,2238,Madhav Tak,38,5,6,2,1
2239,2239,Yatin Sheth,26,4,5,2,1
2240,2240,Ati Shanker,55,8,4,2,2
2241,2241,Chakradhar Master,18,5,4,4,1
2242,2242,Lopa Nadig,46,1,5,4,2
2243,2243,Harish Agrawal,48,6,,5,1
2244,2244,Zayan Loyal,18,8,7,1,1
2245,2245,Yashoda Ganesan,50,3,7,4,2
2246,2246,Jonathan Mangal,18,5,3,2,1
2247,2247,Leena Pingle,40,7,4,2,2
2248,2248,Noah Manne,48,9,1,5,1
2249,2249,Janaki Viswanathan,38,8,4,,2
2250,2250,Onkar Borra,35,8,4,3,1
2251,2251,William Mukherjee,28,3,2,4,1
2252,2252,Indira Basak,19,7,2,5,2
2253,2253,Dayamai Sur,40,9,2,1,2
2254,2254,Karan Banik,56,3,4,5,1
2255,2255,Charan Ravel,33,5,7,4,1
2256,2256,Charita Chhabra,44,5,5,5,2
2257,2257,Daksh Chada,29,2,6,4,1
2258,2258,Gauri Sachdev,27,7,3,4,2
2259,2259,Akshay Natarajan,39,9,7,1,1
2260,2260,Priya Sami,31,3,2,1,2
2261,2261,Jatin Upadhyay,18,5,5,5,1
2262,2262,Vivaan Subramaniam,18,1,3,5,1
2263,2263,Isha Ahuja,21,8,4,2,2
2264,2264,Wriddhish Rajagopalan,41,4,4,,1
2265,2265,Gayathri Nagarajan,47,8,4,2,2
2266,2266,Aarnav Sibal,40,2,3,1,1
2267,2267,Aarush Wason,18,7,1,1,1
2268,2268,Jasmit Ganesan,37,3,5,4,2
2269,2269,Ekaraj Nagar,42,8,4,3,1
2270,2270,Elijah Bora,32,3,6,4,1
2271,2271,Yash Kalita,58,6,6,2,1
2272,2272,Darpan Soman,49,6,7,3,1
2273,2273,Vedant Ray,50,1,4,2,1
2274,2274,Adweta Badal,32,7,1,3,2
2275,2275,Hemani Datta,47,8,2,3,2
2276,2276,Jairaj Sama,29,7,4,5,1
2277,2277,Anjali Char,28,1,1,4,3
2278,2278,Yashawini Bali,40,,5,2,2
2279,2279,Suhani Palla,25,,2,1,2
2280,2280,Praneel Swamy,29,3,2,3,1
2281,2281,Saksham Sodhi,34,3,,3,1
2282,2282,Zayyan Sachdev,66,9,6,3,1
2283,2283,Yug Dewan,43,4,2,5,1
2284,2284,Aadhya Baral,18,4,6,3,2
2285,2285,Chameli Bajwa,31,6,5,1,3
2286,2286,Yug Contractor,51,2,4,2,1
2287,2287,Ikbal Raj,47,1,2,4,1
2288,2288,Zansi Keer,39,8,6,3,2
2289,2289,Gabriel Vyas,32,2,6,,1
2290,2290,Oliver Gole,47,1,4,4,1
2291,2291,Unnati Chakrabarti,37,6,7,4,2
2292,2292,Advik Vala,38,,4,3,1
2293,2293,Ekaraj Devan,32,2,7,1,1
2294,2294,Veer Kunda,26,6,2,3,1
2295,2295,Owen Kala,37,6,5,3,1
2296,2296,Harrison Sem,44,9,7,4,1
2297,2297,Jackson Som,36,,4,2,1
2298,2298,Wriddhish Chaudhari,31,4,4,2,1
2299,2299,Hritik Rege,51,,,2,1
2300,2300,Advik Chahal,18,1,1,2,1
2301,2301,Harini Dutt,29,5,3,4,2
2302,2302,Tristan Varma,56,6,3,1,1
2303,2303,Chaman Rana,46,2,4,3,2
2304,2304,Ekanta Naik,35,8,1,4,2
2305,2305,Advik Guha,44,2,1,5,1
2306,2306,Thomas Chopra,47,6,6,1,1
2307,2307,Bakhshi Dewan,40,8,6,1,1
2308,2308,Thomas Buch,52,8,4,2,1
2309,2309,Anthony Agrawal,55,9,,2,1
2310,2310,Udant Swamy,42,7,,5,1
2311,2311,Aditya Dasgupta,39,,3,2,1
2312,2312,Azad Tripathi,37,3,5,5,1
2313,2313,Faris Karan,31,1,4,2,1
2314,2314,Abhiram Rajagopalan,52,5,1,1,1
2315,2315,Guneet Bahri,21,4,5,3,1
2316,2316,Wahab Mani,47,3,1,5,1
2317,2317,Manya Mody,23,,5,5,3
2318,2318,Max Kulkarni,32,2,6,5,1
2319,2319,Bhavini Mand,37,7,1,4,2
2320,2320,Raagini Varkey,53,,6,3,2
2321,2321,Manbir Karnik,43,7,4,2,1
2322,2322,Rohan Mistry,39,1,5,3,1
2323,2323,Warinder Agrawal,35,1,2,1,1
2324,2324,Janani Krishnamurthy,50,4,5,,2
2325,2325,Amol Parekh,28,4,4,3,1
2326,2326,Zinal Luthra,51,9,7,4,2
2327,2327,Atharv Shankar,52,5,6,5,1
2328,2328,Ishaan Suri,52,5,6,5,1
2329,2329,Oliver Panchal,47,1,7,1,1
2330,2330,Aarnav Mital,39,9,2,2,1
2331,2331,Nachiket Kadakia,46,6,2,4,1
2332,2332,Jasmit Swamy,51,3,1,3,2
2333,2333,Patrick Balakrishnan,36,8,7,4,1
2334,2334,Hiral Sharma,28,5,7,,2
2335,2335,Gavin Padmanabhan,40,2,5,5,1
2336,2336,Onveer Buch,19,5,3,4,1
2337,2337,Balveer Sood,18,6,4,5,1
2338,2338,Imaran Setty,28,2,6,4,1
2339,2339,Vedant Iyengar,43,8,2,1,1
2340,2340,Nitara Soni,27,2,7,5,2
2341,2341,Daniel Vaidya,63,5,7,4,1
2342,2342,Advaith Keer,32,8,2,2,1
2343,2343,Anamika Narayan,34,6,3,3,2
2344,2344,Hritik Mand,44,9,2,3,1
2345,2345,Chandani Manne,39,,3,5,2
2346,2346,Rajeshri Batra,19,3,4,3,2
2347,2347,Krishna Kumer,51,2,6,,2
2348,2348,Vaishnavi Radhakrishnan,37,5,6,2,2
2349,2349,Luke Kuruvilla,31,9,5,4,1
2350,2350,Anirudh Dugar,26,2,6,3,1
2351,2351,Naveen Babu,19,8,,2,1
2352,2352,Edhitha Ramakrishnan,24,1,1,2,2
2353,2353,Gaurika Upadhyay,18,9,,4,2
2354,2354,Unni Dhaliwal,51,8,4,,2
2355,2355,Baljiwan Nagy,31,6,2,3,1
2356,2356,Rachita Devan,53,5,5,1,2
2357,2357,Madhav Pal,40,2,2,2,1
2358,2358,Lakshmi Mahal,62,5,6,5,2
2359,2359,Jalsa Mukherjee,44,1,7,4,2
2360,2360,Ayaan Garde,42,5,1,4,1
2361,2361,Ishanvi Mahajan,65,9,6,3,2
2362,2362,Bakhshi Yadav,25,6,3,3,1
2363,2363,Meera Prashad,28,7,4,2,2
2364,2364,Jacob Wason,32,8,1,1,1
2365,2365,Rishi Virk,38,5,4,5,1
2366,2366,Aayush Khanna,58,4,4,3,1
2367,2367,Xavier Sangha,48,7,4,3,1
2368,2368,Advay Pandya,24,2,6,4,1
2369,2369,Banjeet Kurian,31,8,5,2,1
2370,2370,Amrita Walia,36,5,1,5,2
2371,2371,Veer Ahuja,41,8,5,4,1
2372,2372,Chaitaly Choudhary,65,6,3,3,2
2373,2373,Leela Patla,60,3,1,4,2
2374,2374,Pooja Nigam,42,8,4,3,2
2375,2375,Dalbir Thaker,24,8,7,,1
2376,2376,Raagini Rattan,54,,1,1,2
2377,2377,Ria Patla,59,3,4,,2
2378,2378,Luke Batra,18,7,6,2,1
2379,2379,Manthan Raman,57,2,6,1,1
2380,2380,Manbir Choudhry,46,1,2,2,1
2381,2381,Veer Saha,58,5,4,5,1
2382,2382,Zinal Sama,44,8,3,1,2
2383,2383,Amara Krishna,46,7,3,4,3
2384,2384,Ranbir Kashyap,49,6,4,1,1
2385,2385,Jhalak Brar,52,6,1,3,2
2386,2386,Geetika Subramanian,18,5,7,1,2
2387,2387,Libni Bedi,24,5,2,1,2
2388,2388,Wakeeta Dash,28,1,7,1,2
2389,2389,Zansi Verma,19,9,4,3,3
2390,2390,Ayush Mutti,57,3,7,1,1
2391,2391,Rachana Varughese,18,1,4,3,2
2392,2392,Qadim Pandey,19,,1,5,1
2393,2393,Hemal Sachdeva,52,1,,3,2
2394,2394,Shaurya Mody,47,5,3,5,1
2395,2395,Arjun Comar,26,4,2,5,1
2396,2396,Ijaya Garg,40,6,5,1,2
2397,2397,Brinda Singhal,51,3,5,5,2
2398,2398,Manbir Prabhu,39,,6,,1
2399,2399,Faraj Subramaniam,33,1,5,1,1
2400,2400,Urvashi Magar,32,8,7,1,2
2401,2401,Girindra Ravi,55,8,3,5,1
2402,2402,Leena Parmar,42,5,5,3,2
2403,2403,Nitara Kaur,36,8,5,2,2
2404,2404,Vrinda Ratta,40,2,3,4,2
2405,2405,Pratyush Yohannan,50,1,2,1,1
2406,2406,Charita Sahota,31,6,,5,2
2407,2407,Azad Bhavsar,42,8,5,1,1
2408,2408,Upadhriti Sethi,36,7,7,3,2
2409,2409,William Deshpande,54,6,2,5,1
2410,2410,Abdul Gole,28,6,2,5,1
2411,2411,Azaan Sabharwal,44,8,6,2,1
2412,2412,Manbir Madan,49,2,7,3,1
2413,2413,Tanay Bhattacharyya,61,1,1,2,1
2414,2414,Yug Panchal,67,1,1,5,1
2415,2415,Reyansh Borra,31,4,2,1,1
2416,2416,Rehaan Nagarajan,45,5,6,,1
2417,2417,Rayaan Raj,57,7,3,3,1
2418,2418,Charita Bhattacharyya,31,2,2,1,2
2419,2419,Simon Goel,20,8,6,2,1
2420,2420,Warinder Prabhakar,40,5,3,2,1
2421,2421,Zansi Raj,37,4,5,2,2
2422,2422,Radhika Mani,41,,3,4,2
2423,2423,Meghana Krish,18,3,2,3,2
2424,2424,Pavani Bail,38,8,6,1,2
2425,2425,Alka Palan,19,6,5,2,3
2426,2426,Udyati Mander,46,2,4,5,2
2427,2427,Vrinda Ravel,35,2,7,2,2
2428,2428,Aahana Barad,18,9,3,3,2
2429,2429,Tanveer Sengupta,35,2,7,1,1
2430,2430,Banjeet Bal,41,7,1,5,1
2431,2431,Dalaja Nayar,54,1,7,,2
2432,2432,Hemangini Jayaraman,31,8,6,4,2
2433,2433,Nihal Bahl,48,4,6,1,1
2434,2434,Xavier Oza,49,4,2,4,1
2435,2435,Gaurav Saran,49,1,5,5,1
2436,2436,Netra Bandi,38,3,2,2,2
2437,2437,Ojasvi Swaminathan,21,6,5,2,2
2438,2438,Kritika Varughese,53,3,3,2,2
2439,2439,Parth Kant,22,6,,5,1
2440,2440,Aachal Menon,21,5,1,3,2
2441,2441,Parth Viswanathan,40,8,6,,1
2442,2442,Rishi Narang,18,3,5,1,1
2443,2443,Max Manda,18,3,,3,1
2444,2444,Bimala Dora,22,2,5,3,2
2445,2445,Shivansh Chakrabarti,28,1,2,3,1
2446,2446,Logan Parikh,27,1,6,3,1
2447,2447,Krisha Ramanathan,18,6,7,4,2
2448,2448,Jagdish Mangal,36,7,1,3,1
2449,2449,Udant Sharaf,48,7,,2,1
2450,2450,Vyanjana Manda,31,3,2,2,2
2451,2451,Peter Buch,55,1,1,,1
2452,2452,Hemang Bhargava,57,2,5,3,1
2453,2453,Kavya Mannan,57,8,4,4,2
2454,2454,Siddharth Pau,43,2,,3,1
2455,2455,Pavani Gole,31,1,7,3,2
2456,2456,Amol Arya,55,1,1,4,1
2457,2457,Balveer Boase,19,4,5,5,1
2458,2458,Zashil Rastogi,56,4,4,2,1
2459,2459,Nathan Thakkar,47,,5,5,1
2460,2460,Michael Singhal,35,9,2,2,1
2461,2461,Yagnesh Acharya,34,5,5,1,1
2462,2462,Sanaya Din,23,4,4,2,2
2463,2463,Quincy Deol,31,1,5,4,1
2464,2464,Lakshit Gala,39,4,1,5,1
2465,2465,Luke Badal,50,4,1,1,1
2466,2466,Bahadurjit Kulkarni,25,5,5,5,1
2467,2467,Xavier Mohanty,24,8,4,2,1
2468,2468,Netra Mittal,36,5,2,1,2
2469,2469,Karan Manda,41,3,5,4,1
2470,2470,Zayyan Srivastava,27,3,1,3,1
2471,2471,Aayush Dhaliwal,46,4,3,4,1
2472,2472,Priya Kade,19,7,1,5,2
2473,2473,Raghav Narayanan,18,3,4,2,1
2474,2474,Harshil Chatterjee,48,4,1,3,1
2475,2475,Girindra Lad,50,2,4,4,1
2476,2476,Jai Ben,49,3,4,2,1
2477,2477,Manbir Chana,48,6,3,4,1
2478,2478,Guneet Krish,40,2,,5,1
2479,2479,Ojas Parekh,29,,3,5,1
2480,2480,Oeshi Kapoor,52,4,7,4,2
2481,2481,Manbir Anne,35,9,6,5,1
2482,2482,Odika Shan,34,2,3,1,2
2483,2483,Nicholas Mitter,35,8,1,5,1
2484,2484,George Chaudhari,20,4,2,3,1
2485,2485,Ganga Bhakta,18,9,6,,2
2486,2486,Rayaan Rai,38,1,5,2,1
2487,2487,Sathvik Thakur,38,5,5,3,1
2488,2488,Faqid Chacko,18,7,6,4,1
2489,2489,Amruta Wadhwa,36,5,5,3,2
2490,2490,Jyoti Dewan,36,9,7,2,2
2491,2491,Vasatika Bawa,50,6,3,4,2
2492,2492,Pallavi Tak,23,6,6,5,2
2493,2493,Girik Basu,26,4,6,2,1
2494,2494,Ryan Babu,59,2,7,1,1
2495,2495,Gabriel Gopal,30,2,4,,1
2496,2496,Varenya Rastogi,18,6,2,2,2
2497,2497,Urmi Ramanathan,18,9,4,2,2
2498,2498,Robert Narayan,33,,2,5,1
2499,2499,Sai Palan,54,2,2,2,2
2500,2500,Kashish Borah,39,4,6,3,2
2501,2501,Chanchal Chaudhari,35,9,6,2,2
2502,2502,Yashoda Badal,18,5,6,3,2
2503,2503,Yoshita Naidu,18,6,1,3,2
2504,2504,Balhaar Dara,53,5,4,1,1
2505,2505,Eesha Khatri,39,6,6,3,2
2506,2506,Indrajit Date,44,8,7,2,1
2507,2507,Saksham Wadhwa,32,4,6,4,1
2508,2508,Faraj Korpal,66,5,1,1,1
2509,2509,Siddharth Sundaram,44,1,4,3,1
2510,2510,Meera Nanda,37,3,2,5,2
2511,2511,Pooja Narayan,44,1,2,1,2
2512,2512,Azad Manne,43,2,4,3,1
2513,2513,Xiti Samra,38,9,4,2,2
2514,2514,Nimrat Choudhury,41,5,7,2,2
2515,2515,Bhavani Choudhary,18,7,,4,2
